member_id,scope,committee_id,committee_name,role,aanwezig,afwezig,verontschuldigd
4432,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",plaatsvervangend-lid-aanwezigheid,,,4.0
4432,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",niet-lid-aanwezigheid,1.0,,
4432,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend-lid-aanwezigheid,3.0,,1.0
4432,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,2.0,,
4432,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",vast-lid-aanwezigheid,82.0,13.0,6.0
4432,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,9.0,,
4432,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",plaatsvervangend-lid-aanwezigheid,5.0,,1.0
4614,plenaire,,,,84.0,1.0,
4614,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,2.0,,
4614,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,niet-lid-aanwezigheid,1.0,,
4614,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,2.0,,
4614,commissie,1832494.0,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",niet-lid-aanwezigheid,5.0,,
4614,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",vast-lid-aanwezigheid,64.0,4.0,
4614,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",vast-lid-aanwezigheid,88.0,9.0,
4525,plenaire,,,,78.0,,6.0
4525,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,17.0,,
4525,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,1.0,,
4525,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,niet-lid-aanwezigheid,2.0,,
4525,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,4.0,,
4525,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,3.0,,
4525,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",vast-lid-aanwezigheid,80.0,1.0,34.0
4525,commissie,1832494.0,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",vast-lid-aanwezigheid,49.0,,7.0
4525,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",plaatsvervangend-lid-aanwezigheid,59.0,,7.0
4525,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,niet-lid-aanwezigheid,4.0,,
4525,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,1.0,,
4525,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,3.0,,
4612,plenaire,,,,65.0,,20.0
4612,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend-lid-aanwezigheid,,,16.0
4612,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,vast-lid-aanwezigheid,2.0,3.0,
4612,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",vast-lid-aanwezigheid,1.0,4.0,
4612,commissie,1832497.0,Commissie voor Onderwijs,vast-lid-aanwezigheid,33.0,57.0,27.0
4612,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,1.0,,
4612,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,1.0,,
2791,plenaire,,,,78.0,7.0,
2791,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,2.0,,
2791,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,vast-lid-aanwezigheid,46.0,3.0,13.0
2791,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,1.0,,
2791,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,1.0,,
2791,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",plaatsvervangend-lid-aanwezigheid,,,1.0
2791,commissie,1832504.0,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,vast-lid-aanwezigheid,1.0,1.0,2.0
4395,plenaire,,,,75.0,2.0,8.0
4395,commissie,1829775.0,Commissie ad hoc,niet-lid-aanwezigheid,1.0,,
4395,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,1.0,,
4395,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend-lid-aanwezigheid,,,1.0
4395,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,plaatsvervangend-lid-aanwezigheid,,,1.0
4395,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,1.0,,
4395,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",plaatsvervangend-lid-aanwezigheid,1.0,,3.0
4395,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",niet-lid-aanwezigheid,4.0,,
4395,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,niet-lid-aanwezigheid,2.0,,
4395,commissie,1832497.0,Commissie voor Onderwijs,vast-lid-aanwezigheid,87.0,26.0,4.0
4395,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,4.0,,
4395,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",plaatsvervangend-lid-aanwezigheid,3.0,,1.0
4615,plenaire,,,,82.0,,3.0
4615,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,9.0,,
4615,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,4.0,,
4615,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,2.0,,
4615,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,3.0,,
4615,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",plaatsvervangend-lid-aanwezigheid,12.0,,3.0
4615,commissie,1832494.0,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",plaatsvervangend-lid-aanwezigheid,15.0,,1.0
4615,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,3.0,,
4615,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",vast-lid-aanwezigheid,93.0,5.0,3.0
4615,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,4.0,,
4074,plenaire,,,,40.0,15.0,30.0
4074,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend-lid-aanwezigheid,,,11.0
4074,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",vast-lid-aanwezigheid,1.0,23.0,9.0
4411,plenaire,,,,85.0,,
4411,commissie,1829775.0,Commissie ad hoc,vast-lid-aanwezigheid,,1.0,
4411,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast-lid-aanwezigheid,22.0,58.0,
4411,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,1.0,,
4411,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,11.0,,
4411,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,4.0,,
4411,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",niet-lid-aanwezigheid,1.0,,
4411,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend-lid-aanwezigheid,9.0,,
4411,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,2.0,,
4411,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,1.0,,
4411,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",plaatsvervangend-lid-aanwezigheid,1.0,,
4411,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",vast-lid-aanwezigheid,,7.0,
4411,commissie,1832504.0,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,plaatsvervangend-lid-aanwezigheid,2.0,,
4659,plenaire,,,,79.0,1.0,
4659,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,2.0,,
4659,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend-lid-aanwezigheid,12.0,,1.0
4659,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",vast-lid-aanwezigheid,113.0,4.0,10.0
4659,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",niet-lid-aanwezigheid,2.0,,
4659,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,niet-lid-aanwezigheid,1.0,,
4659,commissie,1832497.0,Commissie voor Onderwijs,plaatsvervangend-lid-aanwezigheid,46.0,,
4659,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,1.0,,
4659,commissie,1832506.0,Interparlementaire Commissie van de Nederlandse Taalunie,vast-lid-aanwezigheid,7.0,,
1803,plenaire,,,,72.0,7.0,6.0
4616,plenaire,,,,74.0,2.0,9.0
4616,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend-lid-aanwezigheid,5.0,,4.0
4616,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,2.0,,
4616,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,plaatsvervangend-lid-aanwezigheid,17.0,,2.0
4616,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",vast-lid-aanwezigheid,48.0,5.0,7.0
4616,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,2.0,,
4616,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",niet-lid-aanwezigheid,9.0,,
4616,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",plaatsvervangend-lid-aanwezigheid,3.0,,4.0
4616,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,vast-lid-aanwezigheid,50.0,2.0,7.0
4616,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,1.0,,
4616,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,1.0,,
4616,commissie,1832506.0,Interparlementaire Commissie van de Nederlandse Taalunie,vast-lid-aanwezigheid,7.0,,
4075,plenaire,,,,82.0,2.0,1.0
4075,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,2.0,,
4075,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,plaatsvervangend-lid-aanwezigheid,8.0,,
4075,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,1.0,,
4075,commissie,1832494.0,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",voorzitter-aanwezigheid,55.0,1.0,
4075,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",vast-lid-aanwezigheid,52.0,7.0,9.0
4075,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,1.0,,
4075,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,1.0,,
4711,plenaire,,,,74.0,,2.0
4711,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,5.0,,
4711,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,3.0,,
4711,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend-lid-aanwezigheid,4.0,,
4711,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,niet-lid-aanwezigheid,1.0,,
4711,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,22.0,,
4711,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,1.0,,
4711,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",plaatsvervangend-lid-aanwezigheid,17.0,,5.0
4711,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",vast-lid-aanwezigheid,79.0,13.0,20.0
4711,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",niet-lid-aanwezigheid,1.0,,
4711,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",plaatsvervangend-lid-aanwezigheid,1.0,,2.0
4711,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend-lid-aanwezigheid,7.0,,1.0
4711,commissie,1832497.0,Commissie voor Onderwijs,plaatsvervangend-lid-aanwezigheid,21.0,,3.0
4711,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,6.0,,
4711,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",plaatsvervangend-lid-aanwezigheid,1.0,,
4711,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",vast-lid-aanwezigheid,2.0,5.0,3.0
4711,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,4.0,,
4711,commissie,1832504.0,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,plaatsvervangend-lid-aanwezigheid,1.0,,
4738,plenaire,,,,59.0,1.0,2.0
4738,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,niet-lid-aanwezigheid,2.0,,
4738,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,1.0,,
4738,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",vast-lid-aanwezigheid,69.0,17.0,8.0
4738,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",plaatsvervangend-lid-aanwezigheid,3.0,,1.0
4738,commissie,1832494.0,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",niet-lid-aanwezigheid,1.0,,
4738,commissie,1832494.0,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",vast-lid-aanwezigheid,43.0,2.0,
4738,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",niet-lid-aanwezigheid,2.0,,
4738,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,niet-lid-aanwezigheid,1.0,,
4738,commissie,1832497.0,Commissie voor Onderwijs,plaatsvervangend-lid-aanwezigheid,2.0,,2.0
4738,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,2.0,,
4738,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,7.0,,
4397,plenaire,,,,77.0,,8.0
4397,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,3.0,,
4397,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,2.0,,
4397,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,vast-lid-aanwezigheid,15.0,18.0,11.0
4397,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",plaatsvervangend-lid-aanwezigheid,2.0,,13.0
4397,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",niet-lid-aanwezigheid,1.0,,
4397,commissie,1832497.0,Commissie voor Onderwijs,vast-lid-aanwezigheid,93.0,9.0,15.0
4397,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,7.0,,
4397,commissie,1832506.0,Interparlementaire Commissie van de Nederlandse Taalunie,vast-lid-aanwezigheid,7.0,,
3445,plenaire,,,,53.0,2.0,3.0
3445,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,1.0,,
3445,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast-lid-aanwezigheid,51.0,7.0,4.0
3445,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,1.0,,
3445,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,3.0,,
3445,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,niet-lid-aanwezigheid,1.0,,
3445,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,1.0,,
3445,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,10.0,,
3445,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",plaatsvervangend-lid-aanwezigheid,1.0,,3.0
4399,plenaire,,,,83.0,,2.0
4399,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",vast-lid-aanwezigheid,35.0,2.0,23.0
4399,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,4.0,,
4399,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",niet-lid-aanwezigheid,1.0,,
4399,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend-lid-aanwezigheid,,,1.0
4399,commissie,1832497.0,Commissie voor Onderwijs,vast-lid-aanwezigheid,96.0,3.0,18.0
4399,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,1.0,,
4399,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,1.0,,
4617,plenaire,,,,81.0,1.0,3.0
4617,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,5.0,,
4617,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,vast-lid-aanwezigheid,24.0,38.0,
4617,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,niet-lid-aanwezigheid,5.0,,
4617,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",niet-lid-aanwezigheid,2.0,,
4617,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",niet-lid-aanwezigheid,2.0,,
4617,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",niet-lid-aanwezigheid,5.0,,
4617,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,1.0,,
4617,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,2.0,,
4617,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",plaatsvervangend-lid-aanwezigheid,42.0,,2.0
4077,plenaire,,,,63.0,7.0,15.0
4077,commissie,1829775.0,Commissie ad hoc,vast-lid-aanwezigheid,,,1.0
4077,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,2.0,,
4077,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,1.0,,
4077,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",vast-lid-aanwezigheid,25.0,14.0,76.0
4077,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend-lid-aanwezigheid,2.0,,10.0
4077,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,1.0,,
4077,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",vast-lid-aanwezigheid,31.0,17.0,49.0
4077,commissie,1832504.0,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,vast-lid-aanwezigheid,1.0,,
4077,commissie,1832504.0,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,voorzitter-aanwezigheid,3.0,,
4619,plenaire,,,,79.0,1.0,5.0
4619,commissie,1829775.0,Commissie ad hoc,niet-lid-aanwezigheid,1.0,,
4619,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend-lid-aanwezigheid,39.0,,25.0
4619,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,2.0,,
4619,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,vast-lid-aanwezigheid,22.0,5.0,17.0
4619,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",vast-lid-aanwezigheid,83.0,11.0,33.0
4619,commissie,1832497.0,Commissie voor Onderwijs,niet-lid-aanwezigheid,1.0,,
4619,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,1.0,,
4619,commissie,1832506.0,Interparlementaire Commissie van de Nederlandse Taalunie,vast-lid-aanwezigheid,5.0,2.0,
4618,plenaire,,,,81.0,2.0,2.0
4618,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,1.0,,
4618,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,plaatsvervangend-lid-aanwezigheid,,,1.0
4618,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",plaatsvervangend-lid-aanwezigheid,,,1.0
4618,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",plaatsvervangend-lid-aanwezigheid,4.0,,
4618,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",vast-lid-aanwezigheid,53.0,39.0,23.0
4618,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,1.0,,
4620,plenaire,,,,84.0,,1.0
4620,commissie,1829775.0,Commissie ad hoc,toegevoegd-lid-aanwezigheid,1.0,,
4620,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,4.0,,
4620,commissie,1832489.0,Commissie voor Binnenlands Bestuur en Inburgering,niet-lid-aanwezigheid,6.0,,
4620,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,niet-lid-aanwezigheid,1.0,,
4620,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,toegevoegd-lid-aanwezigheid,16.0,27.0,
4620,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",toegevoegd-lid-aanwezigheid,26.0,33.0,
4620,commissie,1832492.0,"Commissie voor Cultuur, Jeugd, Sport en Media",niet-lid-aanwezigheid,2.0,,
4620,commissie,1832493.0,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",toegevoegd-lid-aanwezigheid,11.0,103.0,
4620,commissie,1832495.0,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",niet-lid-aanwezigheid,1.0,,
4620,commissie,1832496.0,Commissie voor Mobiliteit en Openbare Werken,niet-lid-aanwezigheid,2.0,,
4620,commissie,1832497.0,Commissie voor Onderwijs,toegevoegd-lid-aanwezigheid,55.0,62.0,
4620,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",niet-lid-aanwezigheid,2.0,,
4620,commissie,1832498.0,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",toegevoegd-lid-aanwezigheid,19.0,70.0,
4620,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",niet-lid-aanwezigheid,3.0,,
4620,commissie,1832504.0,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,niet-lid-aanwezigheid,1.0,,
3411,plenaire,,,,81.0,,4.0
3411,commissie,1829775.0,Commissie ad hoc,voorzitter-aanwezigheid,1.0,,
3411,commissie,1832499.0,"Commissie voor Wonen, Toerisme, Energie en Klimaat",vast-lid-aanwezigheid,6.0,63.0,28.0
4078,plenaire,,,,78.0,4.0,3.0
4078,commissie,1832481.0,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",niet-lid-aanwezigheid,1.0,,
4078,commissie,1832490.0,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,vast-lid-aanwezigheid,22.0,8.0,14.0
4078,commissie,1832491.0,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",vast-lid-aanwezigheid,36.0,3.0,21.0
4078,commissie,1832494.0,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",plaatsvervangend-lid-aanwezigheid,3.0,,1.0
4078,commissie,1829647.0,Commissie voor de geloofsbrieven voor de kieskring Brussel,voorzitter-aanwezigheid,1.0,,
