member_id,question_id,role,publicatiedatum,onderwerp
4430,2020786,minister,2026-06-15,Coördinatiecommissie Integraal Waterbeleid (CIW)  -  Werkprogramma Vlaamse Water Data Space
4651,2020779,vraagsteller,2026-06-15,Coördinatiecommissie Integraal Waterbeleid (CIW)  -  Werkprogramma watertoets
4430,2020779,minister,2026-06-15,Coördinatiecommissie Integraal Waterbeleid (CIW)  -  Werkprogramma watertoets
4408,2020771,vraagsteller,2026-06-15,"Taxidecreet  -  Aansluiting Chiron, DIV-koppeling, handhaving en tariefevolutie"
2793,2020771,minister,2026-06-15,"Taxidecreet  -  Aansluiting Chiron, DIV-koppeling, handhaving en tariefevolutie"
4413,2029599,vraagsteller,2026-06-12,Nieuwe Vlaamse zorgambassadeur  -  Aanwerving
2836,2029599,minister,2026-06-12,Nieuwe Vlaamse zorgambassadeur  -  Aanwerving
4627,2026554,vraagsteller,2026-06-12,Blauw belevingscentrum aan de kust  -  Kandidaturen
4604,2026554,minister,2026-06-12,Blauw belevingscentrum aan de kust  -  Kandidaturen
4632,2024633,vraagsteller,2026-06-12,"Niet-dringend liggend patiëntenvervoer - Vergunningen, controles en handhaving"
2836,2024633,minister,2026-06-12,"Niet-dringend liggend patiëntenvervoer - Vergunningen, controles en handhaving"
4650,2024631,vraagsteller,2026-06-12,Cycle Summit Sports  -  Eerste editie
4604,2024631,minister,2026-06-12,Cycle Summit Sports  -  Eerste editie
4634,2024070,vraagsteller,2026-06-12,Masterplan Jeugdhulp  -  Optimalisering huidig Brussels jeugdhulpaanbod
2836,2024070,minister,2026-06-12,Masterplan Jeugdhulp  -  Optimalisering huidig Brussels jeugdhulpaanbod
4634,2024054,vraagsteller,2026-06-12,Masterplan Jeugdhulp  -  Uitbreiding toepassingsgebied
2836,2024054,minister,2026-06-12,Masterplan Jeugdhulp  -  Uitbreiding toepassingsgebied
4634,2024027,vraagsteller,2026-06-12,Masterplan Jeugdhulp  -  Versterking aanbod gezinsverblijf
2836,2024027,minister,2026-06-12,Masterplan Jeugdhulp  -  Versterking aanbod gezinsverblijf
4634,2023982,vraagsteller,2026-06-12,Uitrol gezinshuizen - Stand van zaken (2)
2836,2023982,minister,2026-06-12,Uitrol gezinshuizen - Stand van zaken (2)
4634,2023980,vraagsteller,2026-06-12,Masterplan Jeugdhulp  -  Versterking informatiedeling verontrusting
2836,2023980,minister,2026-06-12,Masterplan Jeugdhulp  -  Versterking informatiedeling verontrusting
4634,2023977,vraagsteller,2026-06-12,Kind- en OuderActiviteiten voor Lokale Armoedebestrijding (KOALA)  -  Financiering
2836,2023977,minister,2026-06-12,Kind- en OuderActiviteiten voor Lokale Armoedebestrijding (KOALA)  -  Financiering
4634,2023975,vraagsteller,2026-06-12,Zorgzame buurten  -  Alternatieve verduurzaming
2836,2023975,minister,2026-06-12,Zorgzame buurten  -  Alternatieve verduurzaming
4432,2023243,vraagsteller,2026-06-12,Zorg en welzijn  -  Administratieve vereenvoudiging
2836,2023243,minister,2026-06-12,Zorg en welzijn  -  Administratieve vereenvoudiging
3918,2022599,vraagsteller,2026-06-12,Energiecontracten  -  Eenzijdig opzeggen of aanpassen
4604,2022599,minister,2026-06-12,Energiecontracten  -  Eenzijdig opzeggen of aanpassen
4647,2022281,vraagsteller,2026-06-12,Overheidsopdracht Klimaatweerbaarheid zorgsector  -  Evaluatie (2)
2836,2022281,minister,2026-06-12,Overheidsopdracht Klimaatweerbaarheid zorgsector  -  Evaluatie (2)
4607,2022044,vraagsteller,2026-06-12,Berekening van aanwezigheden in het kleuteronderwijs  -  Schooltoeslag
2836,2022044,minister,2026-06-12,Berekening van aanwezigheden in het kleuteronderwijs  -  Schooltoeslag
4102,2022042,vraagsteller,2026-06-12,Vlaamse erkende woonzorgcentra in het Brusselse Hoofdstedelijke Gewest  -  Nederlandstalig zorgpersoneel
2836,2022042,minister,2026-06-12,Vlaamse erkende woonzorgcentra in het Brusselse Hoofdstedelijke Gewest  -  Nederlandstalig zorgpersoneel
4634,2022040,vraagsteller,2026-06-12,Pleegzorg en gezinshuizen  -  Attesten en erkenningen
2836,2022040,minister,2026-06-12,Pleegzorg en gezinshuizen  -  Attesten en erkenningen
4405,2021696,vraagsteller,2026-06-12,Drughulpverlening  -  Financiering
2836,2021696,minister,2026-06-12,Drughulpverlening  -  Financiering
4634,2021688,vraagsteller,2026-06-12,Gesloten VOS-aanbod buiten de gemeenschapsinstellingen  -  Stand van zaken
2836,2021688,minister,2026-06-12,Gesloten VOS-aanbod buiten de gemeenschapsinstellingen  -  Stand van zaken
4405,2021686,vraagsteller,2026-06-12,Herstelacademies  -  Bereik en budget (2)
2836,2021686,minister,2026-06-12,Herstelacademies  -  Bereik en budget (2)
4405,2021678,vraagsteller,2026-06-12,OverKop-huizen  -  Uitbouw
2836,2021678,minister,2026-06-12,OverKop-huizen  -  Uitbouw
4405,2021675,vraagsteller,2026-06-12,OverKop-huizen  -  Incidenten
2836,2021675,minister,2026-06-12,OverKop-huizen  -  Incidenten
4425,2021607,vraagsteller,2026-06-12,Vlaamse Scholierenkoepel  -  Project 'Conflixers'
4440,2021607,minister,2026-06-12,Vlaamse Scholierenkoepel  -  Project 'Conflixers'
4425,2021605,vraagsteller,2026-06-12,Centrum voor leerlingenbegeleiding (CLB)  -  Artsen
4440,2021605,minister,2026-06-12,Centrum voor leerlingenbegeleiding (CLB)  -  Artsen
3418,2021357,vraagsteller,2026-06-12,AMIF-middelen  -  Integratieprojecten via OCMW's
2789,2021357,minister,2026-06-12,AMIF-middelen  -  Integratieprojecten via OCMW's
4386,2021355,vraagsteller,2026-06-12,Gemeenschapsinstellingen  -  Vakantieactiviteiten
4440,2021355,minister,2026-06-12,Gemeenschapsinstellingen  -  Vakantieactiviteiten
4386,2021354,vraagsteller,2026-06-12,Gemeenschapsinstellingen  -  Vakantieactiviteiten
2836,2021354,minister,2026-06-12,Gemeenschapsinstellingen  -  Vakantieactiviteiten
4443,2021325,vraagsteller,2026-06-12,Basisonderwijs  -  Personeel met masterdiploma
4440,2021325,minister,2026-06-12,Basisonderwijs  -  Personeel met masterdiploma
4443,2021315,vraagsteller,2026-06-12,"Fietslease onderwijspersoneel  -  Monitoring, gebruik en beleidsimpact"
4440,2021315,minister,2026-06-12,"Fietslease onderwijspersoneel  -  Monitoring, gebruik en beleidsimpact"
4443,2021311,vraagsteller,2026-06-12,Leerlingen- en studentenkoepels  -  Financiering en evaluatie werking
4440,2021311,minister,2026-06-12,Leerlingen- en studentenkoepels  -  Financiering en evaluatie werking
4403,2021303,vraagsteller,2026-06-12,"Beperking werkloosheid in de tijd  -  Gevolgen voor wijkwerkers, lokale besturen en kwetsbare gebruikers"
4440,2021303,minister,2026-06-12,"Beperking werkloosheid in de tijd  -  Gevolgen voor wijkwerkers, lokale besturen en kwetsbare gebruikers"
4443,2021291,vraagsteller,2026-06-12,Vlaams Meldpunt Grensoverschrijdend Gedrag  -  Meldingen
4440,2021291,minister,2026-06-12,Vlaams Meldpunt Grensoverschrijdend Gedrag  -  Meldingen
4443,2021284,vraagsteller,2026-06-12,Audit Vlaanderen  -  Forensische audits
2789,2021284,minister,2026-06-12,Audit Vlaanderen  -  Forensische audits
4625,2021276,vraagsteller,2026-06-12,Studentenhuisvesting  -  Basiskoten
4440,2021276,minister,2026-06-12,Studentenhuisvesting  -  Basiskoten
4114,2021270,vraagsteller,2026-06-12,Limburgse scholen  -  Extra budget voor taalondersteuning
4440,2021270,minister,2026-06-12,Limburgse scholen  -  Extra budget voor taalondersteuning
4635,2021267,vraagsteller,2026-06-12,Lokale besturen en de Vlaamse Ombudsdienst  -  Samenwerking
2789,2021267,minister,2026-06-12,Lokale besturen en de Vlaamse Ombudsdienst  -  Samenwerking
4525,2021257,vraagsteller,2026-06-12,Belastingverhoging op spelen en weddenschappen  -  Akkoord andere Gewesten
4104,2021257,minister,2026-06-12,Belastingverhoging op spelen en weddenschappen  -  Akkoord andere Gewesten
4525,2021246,vraagsteller,2026-06-12,Aangifte nalatenschap  -  Schatting onroerende goederen
4104,2021246,minister,2026-06-12,Aangifte nalatenschap  -  Schatting onroerende goederen
4642,2021200,vraagsteller,2026-06-12,Landbouwsector  -  Contracts for difference
3455,2021200,minister,2026-06-12,Landbouwsector  -  Contracts for difference
4425,2021167,vraagsteller,2026-06-12,Buitenschoolse opvang en kleuteronderwijs  -  Verschillende systemen van erkenning competenties
4440,2021167,minister,2026-06-12,Buitenschoolse opvang en kleuteronderwijs  -  Verschillende systemen van erkenning competenties
4425,2021166,vraagsteller,2026-06-12,Buitenschoolse opvang en kleuteronderwijs  -  Verschillende systemen van erkenning competenties
2836,2021166,minister,2026-06-12,Buitenschoolse opvang en kleuteronderwijs  -  Verschillende systemen van erkenning competenties
4740,2021159,vraagsteller,2026-06-12,Jeugdhulp  -  Plaatsen voor niet-begeleide minderjarige asielzoekers (NBMV)
2836,2021159,minister,2026-06-12,Jeugdhulp  -  Plaatsen voor niet-begeleide minderjarige asielzoekers (NBMV)
4628,2021105,vraagsteller,2026-06-12,"Participatiemaatschappij Vlaanderen (PMV)  -  Participaties, rendement en dividenden"
3455,2021105,minister,2026-06-12,"Participatiemaatschappij Vlaanderen (PMV)  -  Participaties, rendement en dividenden"
4110,2021100,vraagsteller,2026-06-12,Lokale besturen  -  Openstellen van raamovereenkomsten Vlaamse overheid
2789,2021100,minister,2026-06-12,Lokale besturen  -  Openstellen van raamovereenkomsten Vlaamse overheid
4110,2021098,vraagsteller,2026-06-12,Medewerkers Vlaamse overheid  -  Gevallen van agressie en ongepast gedrag
2789,2021098,minister,2026-06-12,Medewerkers Vlaamse overheid  -  Gevallen van agressie en ongepast gedrag
4625,2021090,vraagsteller,2026-06-12,"Verkeersongevallen met dierentransporten  -  Noodplannen, tijdelijke opvang en verzorging"
4104,2021090,minister,2026-06-12,"Verkeersongevallen met dierentransporten  -  Noodplannen, tijdelijke opvang en verzorging"
4613,2021083,vraagsteller,2026-06-12,Woonbeleid  -  Toepassing 2%-registratietarief
4104,2021083,minister,2026-06-12,Woonbeleid  -  Toepassing 2%-registratietarief
4102,2021078,vraagsteller,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging in Duitsland  -  Werking
3455,2021078,minister,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging in Duitsland  -  Werking
4102,2021072,vraagsteller,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging in Nederland  -  Werking
3455,2021072,minister,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging in Nederland  -  Werking
4102,2021069,vraagsteller,2026-06-12,Bilaterale Vlaamse Diplomatieke Vertegenwoordiging in Parijs  -  Werking
3455,2021069,minister,2026-06-12,Bilaterale Vlaamse Diplomatieke Vertegenwoordiging in Parijs  -  Werking
4102,2021067,vraagsteller,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging bij de Verenigde Naties in Genève  -  Werking
3455,2021067,minister,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging bij de Verenigde Naties in Genève  -  Werking
4102,2021065,vraagsteller,2026-06-12,Multilaterale Vlaamse Diplomatieke Vertegenwoordiging in Parijs  -  Werking
3455,2021065,minister,2026-06-12,Multilaterale Vlaamse Diplomatieke Vertegenwoordiging in Parijs  -  Werking
4102,2021063,vraagsteller,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging in Rome  -  Werking
3455,2021063,minister,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging in Rome  -  Werking
4102,2021059,vraagsteller,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging bij de EU  -  Werking
3455,2021059,minister,2026-06-12,Vlaamse Diplomatieke Vertegenwoordiging bij de EU  -  Werking
4607,2021051,vraagsteller,2026-06-12,Hoger onderwijs  -  Evaluatie harde knip
4440,2021051,minister,2026-06-12,Hoger onderwijs  -  Evaluatie harde knip
4628,2021019,vraagsteller,2026-06-12,Individueel maatwerk  -  Toekenning begeleidingspremie
2789,2021019,minister,2026-06-12,Individueel maatwerk  -  Toekenning begeleidingspremie
4616,2021000,vraagsteller,2026-06-12,Brownfieldconvenanten  -  Vlaams-Brabant
3455,2021000,minister,2026-06-12,Brownfieldconvenanten  -  Vlaams-Brabant
4410,2020996,vraagsteller,2026-06-12,Brownfieldconvenanten  -  Oost-Vlaanderen
3455,2020996,minister,2026-06-12,Brownfieldconvenanten  -  Oost-Vlaanderen
4432,2020994,vraagsteller,2026-06-12,Daling aantal marktkramers  -  Maatregelen
3455,2020994,minister,2026-06-12,Daling aantal marktkramers  -  Maatregelen
4410,2020990,vraagsteller,2026-06-12,AI-opleidingen  -  Beleidsreactie op Agoria-studie
4440,2020990,minister,2026-06-12,AI-opleidingen  -  Beleidsreactie op Agoria-studie
4642,2020982,vraagsteller,2026-06-12,Aflopen van eerste negenjarige sociale huurcontracten  -  Evaluatie
4604,2020982,minister,2026-06-12,Aflopen van eerste negenjarige sociale huurcontracten  -  Evaluatie
4572,2020977,vraagsteller,2026-06-12,Belasting op de inverkeerstelling (BIV) en verkeersbelasting   -  Vrijstellingen
4104,2020977,minister,2026-06-12,Belasting op de inverkeerstelling (BIV) en verkeersbelasting   -  Vrijstellingen
4621,2020964,vraagsteller,2026-06-12,VDAB  -  Interne meldingsprocedure (2)
4440,2020964,minister,2026-06-12,VDAB  -  Interne meldingsprocedure (2)
4621,2020962,vraagsteller,2026-06-12,Vlaamse Belastingdienst (VLABEL)  -  Resultaten controles in 2024 en 2025
4104,2020962,minister,2026-06-12,Vlaamse Belastingdienst (VLABEL)  -  Resultaten controles in 2024 en 2025
4621,2020957,vraagsteller,2026-06-12,Registratie sportmakelaars in Vlaanderen  -  Effectiviteit en controle
4440,2020957,minister,2026-06-12,Registratie sportmakelaars in Vlaanderen  -  Effectiviteit en controle
4621,2020955,vraagsteller,2026-06-12,Agressie tegen inspecteurs Vlaamse Belastingdienst (VLABEL)  -  Evolutie en maatregelen
4104,2020955,minister,2026-06-12,Agressie tegen inspecteurs Vlaamse Belastingdienst (VLABEL)  -  Evolutie en maatregelen
3433,2020928,vraagsteller,2026-06-12,Erfbelasting  -  Overleden minderjarigen
4104,2020928,minister,2026-06-12,Erfbelasting  -  Overleden minderjarigen
4632,2020827,vraagsteller,2026-06-12,Groeipakket  -  Verblijf in het buitenland
2836,2020827,minister,2026-06-12,Groeipakket  -  Verblijf in het buitenland
4114,2020698,vraagsteller,2026-06-12,De Lijn  -  Inzicht in informatie die aan de basis ligt van besparingsvoorstellen
2793,2020698,minister,2026-06-12,De Lijn  -  Inzicht in informatie die aan de basis ligt van besparingsvoorstellen
4426,2020307,vraagsteller,2026-06-12,Jeugdhulp  -  Residentiële opvang
2836,2020307,minister,2026-06-12,Jeugdhulp  -  Residentiële opvang
4572,2019340,vraagsteller,2026-06-12,Buitengewoon onderwijs  -  Leerlingenvervoer
4440,2019340,minister,2026-06-12,Buitengewoon onderwijs  -  Leerlingenvervoer
4572,2019339,vraagsteller,2026-06-12,Buitengewoon onderwijs  -  Leerlingenvervoer
2793,2019339,minister,2026-06-12,Buitengewoon onderwijs  -  Leerlingenvervoer
3433,2022442,vraagsteller,2026-06-11,Aangepaste sociale huurwoningen - Wachtlijsten
4604,2022442,minister,2026-06-11,Aangepaste sociale huurwoningen - Wachtlijsten
4405,2021690,vraagsteller,2026-06-11,Dak- en thuisloosheid bij jongeren  -  Maatregelen
4604,2021690,minister,2026-06-11,Dak- en thuisloosheid bij jongeren  -  Maatregelen
4629,2021671,vraagsteller,2026-06-11,Woonmaatschappijen  -  Oplopende huurachterstand en huurschade
4604,2021671,minister,2026-06-11,Woonmaatschappijen  -  Oplopende huurachterstand en huurschade
4629,2021667,vraagsteller,2026-06-11,Woonmaatschappijen  -  Transparante en uniforme informatie aan kandidaat-huurders
4604,2021667,minister,2026-06-11,Woonmaatschappijen  -  Transparante en uniforme informatie aan kandidaat-huurders
4629,2021665,vraagsteller,2026-06-11,"Sociale huurmarkt  -  Samenstelling huurderspopulatie, onder- en overbezetting en profiel kandidaat-huurder"
4604,2021665,minister,2026-06-11,"Sociale huurmarkt  -  Samenstelling huurderspopulatie, onder- en overbezetting en profiel kandidaat-huurder"
4608,2021305,vraagsteller,2026-06-11,Ouderverstoting  -  Aanpak en ondersteuning
2836,2021305,minister,2026-06-11,Ouderverstoting  -  Aanpak en ondersteuning
4443,2021297,vraagsteller,2026-06-11,Huursubsidies en -premies  -  Achterstand aanvragen en werking systemen
4604,2021297,minister,2026-06-11,Huursubsidies en -premies  -  Achterstand aanvragen en werking systemen
4651,2021262,vraagsteller,2026-06-11,Ondernemingsplan 2026 Toerisme Vlaanderen  -  Kasteel van Leut
4604,2021262,minister,2026-06-11,Ondernemingsplan 2026 Toerisme Vlaanderen  -  Kasteel van Leut
4613,2021096,vraagsteller,2026-06-11,Vlaamse woonwaarborg  -  Stand van zaken
4604,2021096,minister,2026-06-11,Vlaamse woonwaarborg  -  Stand van zaken
4613,2021094,vraagsteller,2026-06-11,Bindend sociaal objectief (BSO)  -  Vrijstelling specifieke inhaalbeweging
4604,2021094,minister,2026-06-11,Bindend sociaal objectief (BSO)  -  Vrijstelling specifieke inhaalbeweging
4613,2021092,vraagsteller,2026-06-11,Wonen in Vlaanderen  -  Toezicht op woonactoren
4604,2021092,minister,2026-06-11,Wonen in Vlaanderen  -  Toezicht op woonactoren
4613,2021085,vraagsteller,2026-06-11,"Lokale besturen, woonmaatschappijen en Wonen in Vlaanderen  -  Samenwerking"
4604,2021085,minister,2026-06-11,"Lokale besturen, woonmaatschappijen en Wonen in Vlaanderen  -  Samenwerking"
4628,2021017,vraagsteller,2026-06-11,Individueel maatwerk  -  Gebruik begeleidingspremie
2789,2021017,minister,2026-06-11,Individueel maatwerk  -  Gebruik begeleidingspremie
4647,2020992,vraagsteller,2026-06-11,"Maatschappelijk verantwoord ondernemen (MVO)  -  Effectiviteit, instrumenten en planlast"
2789,2020992,minister,2026-06-11,"Maatschappelijk verantwoord ondernemen (MVO)  -  Effectiviteit, instrumenten en planlast"
4415,2020969,vraagsteller,2026-06-11,Kinderopvang  -  Kindbegeleiders
2836,2020969,minister,2026-06-11,Kinderopvang  -  Kindbegeleiders
4659,2022848,vraagsteller,2026-06-09,Visitatie- en beoordelingscommissie amateurkunsten 2024-2029  -  Samenstelling en expertise
2836,2022848,minister,2026-06-09,Visitatie- en beoordelingscommissie amateurkunsten 2024-2029  -  Samenstelling en expertise
4613,2022766,vraagsteller,2026-06-09,Centrum voor immaterieel cultureel erfgoed FLAME  -  UNESCO-erkenning
2836,2022766,minister,2026-06-09,Centrum voor immaterieel cultureel erfgoed FLAME  -  UNESCO-erkenning
4412,2022038,vraagsteller,2026-06-09,Vlaams Audiovisueel Fonds (VAF)  -  Taal gesteunde filmproducties (2)
2836,2022038,minister,2026-06-09,Vlaams Audiovisueel Fonds (VAF)  -  Taal gesteunde filmproducties (2)
4659,2021692,vraagsteller,2026-06-09,Vlaamse culturele instellingen  -  Energiecontracten
2836,2021692,minister,2026-06-09,Vlaamse culturele instellingen  -  Energiecontracten
4619,2021374,vraagsteller,2026-06-09,Kaaitheater  -  Renovatie
2836,2021374,minister,2026-06-09,Kaaitheater  -  Renovatie
4102,2020745,vraagsteller,2026-06-09,Fietssnelweg F3 Leuven - Brussel  -  Aansluiting op het Brusselse Fietsnetwerk
2793,2020745,minister,2026-06-09,Fietssnelweg F3 Leuven - Brussel  -  Aansluiting op het Brusselse Fietsnetwerk
4102,2020743,vraagsteller,2026-06-09,Fietssnelweg F1 Antwerpen - Brussel  -  Aansluiting op het Brusselse Fietsnetwerk
2793,2020743,minister,2026-06-09,Fietssnelweg F1 Antwerpen - Brussel  -  Aansluiting op het Brusselse Fietsnetwerk
4102,2020741,vraagsteller,2026-06-09,Fietssnelweg F209 Denderleeuw - Brussel  -  Aansluiting op het Brusselse Fietsnetwerk
2793,2020741,minister,2026-06-09,Fietssnelweg F209 Denderleeuw - Brussel  -  Aansluiting op het Brusselse Fietsnetwerk
4102,2020739,vraagsteller,2026-06-09,Fietssnelweg F203 Leuven - Brussel via Bertem  -  Aansluiting op het Brusselse fietsnetwerk
2793,2020739,minister,2026-06-09,Fietssnelweg F203 Leuven - Brussel via Bertem  -  Aansluiting op het Brusselse fietsnetwerk
4102,2020737,vraagsteller,2026-06-09,Fietssnelweg F215 Vilvoorde Station - Kerklaan Station  -  Aansluiting op het Brusselse fietsnetwerk
2793,2020737,minister,2026-06-09,Fietssnelweg F215 Vilvoorde Station - Kerklaan Station  -  Aansluiting op het Brusselse fietsnetwerk
4102,2020735,vraagsteller,2026-06-09,Fietssnelweg F216 Machelen - Brussel  -  Aansluiting op het Brusselse fietsnetwerk
2793,2020735,minister,2026-06-09,Fietssnelweg F216 Machelen - Brussel  -  Aansluiting op het Brusselse fietsnetwerk
4114,2020731,vraagsteller,2026-06-09,Project OverBruggen  -  Overzicht
2793,2020731,minister,2026-06-09,Project OverBruggen  -  Overzicht
4660,2020729,vraagsteller,2026-06-09,Vastgoedinformatieplatform (VIP)  -  Efficiëntiewinsten
3455,2020729,minister,2026-06-09,Vastgoedinformatieplatform (VIP)  -  Efficiëntiewinsten
4102,2020692,vraagsteller,2026-06-09,Fietssnelweg F208 Halle - Brussel via Beersel  -  Aansluiting op het Brusselse fietsnetwerk
2793,2020692,minister,2026-06-09,Fietssnelweg F208 Halle - Brussel via Beersel  -  Aansluiting op het Brusselse fietsnetwerk
4102,2020690,vraagsteller,2026-06-09,Fietssnelweg F212 Asse - Brussel  -  Aansluiting op het Brusselse fietsnetwerk
2793,2020690,minister,2026-06-09,Fietssnelweg F212 Asse - Brussel  -  Aansluiting op het Brusselse fietsnetwerk
4741,2020677,vraagsteller,2026-06-09,Kruispunt R8/Heirweg Kortrijk  -  Onderzoekstraject
2793,2020677,minister,2026-06-09,Kruispunt R8/Heirweg Kortrijk  -  Onderzoekstraject
3221,2020675,vraagsteller,2026-06-09,De Lijn  -  Compensatie meerkosten
2793,2020675,minister,2026-06-09,De Lijn  -  Compensatie meerkosten
4637,2020659,vraagsteller,2026-06-09,Autosnelwegparkings  -  Zwerfvuil en sluikstorten
2793,2020659,minister,2026-06-09,Autosnelwegparkings  -  Zwerfvuil en sluikstorten
4443,2020644,vraagsteller,2026-06-09,Zwarte kruispunten  -  Poperingseweg Ieper
2793,2020644,minister,2026-06-09,Zwarte kruispunten  -  Poperingseweg Ieper
4443,2020642,vraagsteller,2026-06-09,"Zwarte kruispunten  -  Noyellepad, Poperingseweg, Scholierenpad Ieper"
2793,2020642,minister,2026-06-09,"Zwarte kruispunten  -  Noyellepad, Poperingseweg, Scholierenpad Ieper"
4443,2020640,vraagsteller,2026-06-09,Zwarte kruispunten  -  N9 De Haan
2793,2020640,minister,2026-06-09,Zwarte kruispunten  -  N9 De Haan
4443,2020638,vraagsteller,2026-06-09,Zwarte kruispunten  -  A17 Ardooie richting Brugge
2793,2020638,minister,2026-06-09,Zwarte kruispunten  -  A17 Ardooie richting Brugge
4443,2020636,vraagsteller,2026-06-09,Openbaar vervoer landelijke gebieden  -  Betrouwbaarheid schoolverbindingen en impact basisbereikbaarheid
2793,2020636,minister,2026-06-09,Openbaar vervoer landelijke gebieden  -  Betrouwbaarheid schoolverbindingen en impact basisbereikbaarheid
3918,2020366,vraagsteller,2026-06-09,Aanpak brokkelbruggen  -  Stand van zaken
2793,2020366,minister,2026-06-09,Aanpak brokkelbruggen  -  Stand van zaken
4425,2020267,vraagsteller,2026-06-09,N38 (Poperinge-Franse grens)  -  Verkeersveiligheid
2793,2020267,minister,2026-06-09,N38 (Poperinge-Franse grens)  -  Verkeersveiligheid
4425,2020257,vraagsteller,2026-06-09,Kruispunt Zuidlaan (R33) - Quintenswandeling Poperinge  -  Verkeersveiligheid
2793,2020257,minister,2026-06-09,Kruispunt Zuidlaan (R33) - Quintenswandeling Poperinge  -  Verkeersveiligheid
4102,2020211,vraagsteller,2026-06-09,Fietssnelweg F213 Wemmel-Brussel  -  Aansluiting op het Brusselse fietsnetwerk
2793,2020211,minister,2026-06-09,Fietssnelweg F213 Wemmel-Brussel  -  Aansluiting op het Brusselse fietsnetwerk
4102,2020207,vraagsteller,2026-06-09,Fietssnelweg F202 Zaventem - Sint-Stevens-Woluwe  -  Aansluiting op het Brusselse fietsnetwerk
2793,2020207,minister,2026-06-09,Fietssnelweg F202 Zaventem - Sint-Stevens-Woluwe  -  Aansluiting op het Brusselse fietsnetwerk
4415,2020007,vraagsteller,2026-06-09,Kinderopvang  -  Creëren van bijkomende plaatsen
2836,2020007,minister,2026-06-09,Kinderopvang  -  Creëren van bijkomende plaatsen
4609,2019810,vraagsteller,2026-06-09,Stakingsactie afdeling Scheepvaartbegeleiding  -  Dwangsommen tegen verkeersleiders
2793,2019810,minister,2026-06-09,Stakingsactie afdeling Scheepvaartbegeleiding  -  Dwangsommen tegen verkeersleiders
4114,2019761,vraagsteller,2026-06-09,(flex)Haltes De Lijn  -  Parkeerregeling
2793,2019761,minister,2026-06-09,(flex)Haltes De Lijn  -  Parkeerregeling
4711,2019666,vraagsteller,2026-06-09,Sluiting premetro Antwerpen  -  Minderhindermaatregelen
2793,2019666,minister,2026-06-09,Sluiting premetro Antwerpen  -  Minderhindermaatregelen
4102,2019561,vraagsteller,2026-06-09,Fietssnelweg F207 Sint-Genesius-Rode - Brussel via Linkebeek  -  Aansluiting op het Brusselse fietsnetwerk
2793,2019561,minister,2026-06-09,Fietssnelweg F207 Sint-Genesius-Rode - Brussel via Linkebeek  -  Aansluiting op het Brusselse fietsnetwerk
4102,2019559,vraagsteller,2026-06-09,Fietssnelweg F205 Hoeilaart-Brussel  -  Aansluiting op het Brusselse fietsnetwerk
2793,2019559,minister,2026-06-09,Fietssnelweg F205 Hoeilaart-Brussel  -  Aansluiting op het Brusselse fietsnetwerk
4102,2019553,vraagsteller,2026-06-09,Fietssnelweg F204 Overijse-Brussel  -  Aansluiting op het Brusselse fietsnetwerk
2793,2019553,minister,2026-06-09,Fietssnelweg F204 Overijse-Brussel  -  Aansluiting op het Brusselse fietsnetwerk
4102,2019551,vraagsteller,2026-06-09,Fietssnelweg F206 Sint-Genesius-Rode - Brussel  -  Aansluiting op het Brusselse fietsnetwerk
2793,2019551,minister,2026-06-09,Fietssnelweg F206 Sint-Genesius-Rode - Brussel  -  Aansluiting op het Brusselse fietsnetwerk
4613,2019549,vraagsteller,2026-06-09,Vlaamse ambtenaren  -  Toegang tot Centraal Wapenregister en Vuurproefbank
3455,2019549,minister,2026-06-09,Vlaamse ambtenaren  -  Toegang tot Centraal Wapenregister en Vuurproefbank
4741,2019369,vraagsteller,2026-06-09,Verbinding Ieper - Westkust (N8)  -  Stand van zaken (2)
2793,2019369,minister,2026-06-09,Verbinding Ieper - Westkust (N8)  -  Stand van zaken (2)
4728,2019301,vraagsteller,2026-06-09,Sportfederaties  -  Meldingen grensoverschrijdend gedrag
2793,2019301,minister,2026-06-09,Sportfederaties  -  Meldingen grensoverschrijdend gedrag
4605,2019058,vraagsteller,2026-06-09,Jeugdvoetbal  -  Incidenten tussen trainers en scheidsrechters
2793,2019058,minister,2026-06-09,Jeugdvoetbal  -  Incidenten tussen trainers en scheidsrechters
4625,2018677,vraagsteller,2026-06-09,Wapenembargo tegen Israël  -  Verlenging
3455,2018677,minister,2026-06-09,Wapenembargo tegen Israël  -  Verlenging
4386,2018262,vraagsteller,2026-06-09,Vergroeningsscan  -  Rol consultants
3455,2018262,minister,2026-06-09,Vergroeningsscan  -  Rol consultants
4649,2018258,vraagsteller,2026-06-09,De Lijn  -  Kortingen voor asielzoekers
2793,2018258,minister,2026-06-09,De Lijn  -  Kortingen voor asielzoekers
