member_id,question_id,role,publicatiedatum,onderwerp
2793,1939243,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  A11 Brugge-Knokke-Heist
4110,1939241,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Publiek-private samenwerking (pps) OverBruggen
2793,1939241,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Publiek-private samenwerking (pps) OverBruggen
4110,1939237,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Onteigeningen tunnel Damme
2793,1939237,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Onteigeningen tunnel Damme
4110,1939235,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Ventweg Hoeke Damme
2793,1939235,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Ventweg Hoeke Damme
4110,1939233,vraagsteller,2025-12-10,"Geïntegreerd investeringsprogramma (GIP)  -  N8 Alveringem, Lo-Reninge en Vleteren en Hoogstade"
2793,1939233,minister,2025-12-10,"Geïntegreerd investeringsprogramma (GIP)  -  N8 Alveringem, Lo-Reninge en Vleteren en Hoogstade"
4110,1939229,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Structureel onderhoud N8 Woesten
2793,1939229,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Structureel onderhoud N8 Woesten
4110,1939227,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Ombouw N49 tot autosnelweg in Maldegem-Damme
2793,1939227,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Ombouw N49 tot autosnelweg in Maldegem-Damme
4110,1939225,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Project K-R8 Kortrijk
2793,1939225,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Project K-R8 Kortrijk
4110,1939221,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Digitale verkeersleiding regionale luchthavens
2793,1939221,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Digitale verkeersleiding regionale luchthavens
4110,1939219,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Instandhouding luchthaveninfrastructuur Oostende
2793,1939219,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Instandhouding luchthaveninfrastructuur Oostende
4110,1939217,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Veiligheidsvoorzieningen kustjachthavens
2793,1939217,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Veiligheidsvoorzieningen kustjachthavens
4110,1939215,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP) -  Spoorwegtunnels onder N34 Zeebrugge
2793,1939215,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP) -  Spoorwegtunnels onder N34 Zeebrugge
4110,1939213,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Fietspaden E17 Waregem
2793,1939213,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Fietspaden E17 Waregem
4412,1939199,vraagsteller,2025-12-10,725 jaar Guldensporenslag - Initiatieven
3455,1939199,minister,2025-12-10,725 jaar Guldensporenslag - Initiatieven
4607,1939160,vraagsteller,2025-12-10,Inschrijvingsbeleid scholen  -  Voorrang voor ondervertegenwoordigde groepen
4440,1939160,minister,2025-12-10,Inschrijvingsbeleid scholen  -  Voorrang voor ondervertegenwoordigde groepen
4110,1939142,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Fietsverbindingen West-Vlaanderen
2793,1939142,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Fietsverbindingen West-Vlaanderen
4110,1939138,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject Ringweg Tielt
2793,1939138,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject Ringweg Tielt
4110,1939136,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject R31 Oostende
2793,1939136,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject R31 Oostende
4110,1939134,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject N382 Wielsbeke
2793,1939134,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject N382 Wielsbeke
4110,1939132,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject N35f Diksmuide
2793,1939132,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Doorstromingsproject N35f Diksmuide
4607,1939123,vraagsteller,2025-12-10,Inductie-uren  -  Stand van zaken
4440,1939123,minister,2025-12-10,Inductie-uren  -  Stand van zaken
4110,1939119,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Digitalisering en databeheer De Lijn
2793,1939119,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Digitalisering en databeheer De Lijn
4110,1939117,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Enterprise resource planning (ERP) De Lijn
2793,1939117,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Enterprise resource planning (ERP) De Lijn
4110,1939115,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  IT in voertuigen De Lijn
2793,1939115,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  IT in voertuigen De Lijn
4110,1939113,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Jaagpad F7 Harelbeke
2793,1939113,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Jaagpad F7 Harelbeke
4110,1939110,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Jaagpad Westhoek
2793,1939110,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Jaagpad Westhoek
4110,1939108,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Leonardtunnel
2793,1939108,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Leonardtunnel
4110,1939106,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Beverentunnel
2793,1939106,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Beverentunnel
4110,1939104,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Deelrenovaties tunnels
2793,1939104,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Deelrenovaties tunnels
4110,1939102,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Totaalrenovaties tunnels
2793,1939102,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP)  -  Totaalrenovaties tunnels
4445,1938267,vraagsteller,2025-12-10,Aanklampend beleid VDAB  -  Klachtenbehandeling
4440,1938267,minister,2025-12-10,Aanklampend beleid VDAB  -  Klachtenbehandeling
4443,1934636,vraagsteller,2025-12-10,Geïntegreerd investeringsprogramma (GIP) 2025  -  N31 Brugge noordelijk deel en N31 Hollands complex Zwankendamme - Nieuwe Sluis Zeebrugge
2793,1934636,minister,2025-12-10,Geïntegreerd investeringsprogramma (GIP) 2025  -  N31 Brugge noordelijk deel en N31 Hollands complex Zwankendamme - Nieuwe Sluis Zeebrugge
4425,1959076,vraagsteller,2025-12-09,Erkende voorzieningen  -  Correcte financiering variabele personeelsprestaties
2836,1959076,minister,2025-12-09,Erkende voorzieningen  -  Correcte financiering variabele personeelsprestaties
4425,1959067,vraagsteller,2025-12-09,Personen met een handicap  -  Zorg voor mensen met complexe noden
2836,1959067,minister,2025-12-09,Personen met een handicap  -  Zorg voor mensen met complexe noden
4633,1959005,vraagsteller,2025-12-09,Landelijke dienstverlenende organisaties  -  Impact besparingen
2836,1959005,minister,2025-12-09,Landelijke dienstverlenende organisaties  -  Impact besparingen
4426,1958618,vraagsteller,2025-12-09,Financiering niet-rechtstreeks toegankelijke hulp (RTH) en ondersteuning  -  Groeipad
2836,1958618,minister,2025-12-09,Financiering niet-rechtstreeks toegankelijke hulp (RTH) en ondersteuning  -  Groeipad
4636,1958348,vraagsteller,2025-12-09,"Steunpunt Welzijn, Volksgezondheid en Gezin (SWVG)  -  Toekomstperspectief"
2836,1958348,minister,2025-12-09,"Steunpunt Welzijn, Volksgezondheid en Gezin (SWVG)  -  Toekomstperspectief"
4405,1958273,vraagsteller,2025-12-09,Decreet geestelijke gezondheid van 5 april 2019  -  Uitvoeringsbesluiten
2836,1958273,minister,2025-12-09,Decreet geestelijke gezondheid van 5 april 2019  -  Uitvoeringsbesluiten
4615,1957609,vraagsteller,2025-12-09,Personen met een handicap  -  Open end-regeling prioriteitengroep 1
2836,1957609,minister,2025-12-09,Personen met een handicap  -  Open end-regeling prioriteitengroep 1
4615,1957594,vraagsteller,2025-12-09,Personen met een handicap  -  Project Hervormingen
2836,1957594,minister,2025-12-09,Personen met een handicap  -  Project Hervormingen
4388,1957496,vraagsteller,2025-12-09,Renovatie Concertgebouw Brugge  -  Vlaamse bijdrage
2836,1957496,minister,2025-12-09,Renovatie Concertgebouw Brugge  -  Vlaamse bijdrage
4608,1956563,vraagsteller,2025-12-09,Jeugdhulp  -  Zomerplan
2836,1956563,minister,2025-12-09,Jeugdhulp  -  Zomerplan
4651,1956418,vraagsteller,2025-12-09,Autonome shuttles Terhills  -  Toekomst
3455,1956418,minister,2025-12-09,Autonome shuttles Terhills  -  Toekomst
4432,1956390,vraagsteller,2025-12-09,Valpreventie bij ouderen - Initiatieven en evaluatie pilootproject 'BE-EMPOWERed'
2836,1956390,minister,2025-12-09,Valpreventie bij ouderen - Initiatieven en evaluatie pilootproject 'BE-EMPOWERed'
4644,1956378,vraagsteller,2025-12-09,Openwaterzwemmen  -  Nieuwe open zwemzones
4430,1956378,minister,2025-12-09,Openwaterzwemmen  -  Nieuwe open zwemzones
3433,1956365,vraagsteller,2025-12-09,Vlaams Agentschap voor Personen met een Handicap (VAPH)  -  Tegemoetkomingen fietsgebruik
2836,1956365,minister,2025-12-09,Vlaams Agentschap voor Personen met een Handicap (VAPH)  -  Tegemoetkomingen fietsgebruik
4387,1955680,vraagsteller,2025-12-09,Regiobibliotheken - Initiatieven
2836,1955680,minister,2025-12-09,Regiobibliotheken - Initiatieven
4415,1955621,vraagsteller,2025-12-09,Kinderopvang  -  Aangroei plaatsen
2836,1955621,minister,2025-12-09,Kinderopvang  -  Aangroei plaatsen
4425,1955616,vraagsteller,2025-12-09,Wachtlijst erfgoedpremies  -  Sint-Bertinuskerk Poperinge
4104,1955616,minister,2025-12-09,Wachtlijst erfgoedpremies  -  Sint-Bertinuskerk Poperinge
3433,1955607,vraagsteller,2025-12-09,Inzet interimpersoneel en zelfstandig verpleegkundigen in woonzorgcentra (wzc's)  -  Evaluatie
2836,1955607,minister,2025-12-09,Inzet interimpersoneel en zelfstandig verpleegkundigen in woonzorgcentra (wzc's)  -  Evaluatie
4409,1955299,vraagsteller,2025-12-09,"Monitoring 1,2,4-triazoolvervuiling  -  Registratie pesticiden"
4430,1955299,minister,2025-12-09,"Monitoring 1,2,4-triazoolvervuiling  -  Registratie pesticiden"
4443,1955288,vraagsteller,2025-12-09,Kinderopvang - Update Lokale Loketten Kinderopvang
2836,1955288,minister,2025-12-09,Kinderopvang - Update Lokale Loketten Kinderopvang
4443,1955218,vraagsteller,2025-12-09,Kunstendecreet  -  Subsidies
2836,1955218,minister,2025-12-09,Kunstendecreet  -  Subsidies
4443,1955211,vraagsteller,2025-12-09,Subsidielijn voor bovenlokale cultuurprojecten  -  Tweede periode
2836,1955211,minister,2025-12-09,Subsidielijn voor bovenlokale cultuurprojecten  -  Tweede periode
4619,1955186,vraagsteller,2025-12-09,Erfbelasting  -  Aanslagen en bedragen
4104,1955186,minister,2025-12-09,Erfbelasting  -  Aanslagen en bedragen
4641,1955151,vraagsteller,2025-12-09,Omzetting Europese richtlijnen  -  Werkwijze
3455,1955151,minister,2025-12-09,Omzetting Europese richtlijnen  -  Werkwijze
4405,1955042,vraagsteller,2025-12-09,Proefproject vluchthuizen  -  Evaluatie en maatregelen
2836,1955042,minister,2025-12-09,Proefproject vluchthuizen  -  Evaluatie en maatregelen
4405,1955032,vraagsteller,2025-12-09,Onderzoek in herkomstlanden bij frauduleuze adopties  -  Nieuwe medewerker
2836,1955032,minister,2025-12-09,Onderzoek in herkomstlanden bij frauduleuze adopties  -  Nieuwe medewerker
4075,1955006,vraagsteller,2025-12-09,Lokaal dierenwelzijnsbeleid  -  Ondersteuning en sancties
4104,1955006,minister,2025-12-09,Lokaal dierenwelzijnsbeleid  -  Ondersteuning en sancties
4741,1954976,vraagsteller,2025-12-09,Dierenpolitie  -  Stand van zaken
4104,1954976,minister,2025-12-09,Dierenpolitie  -  Stand van zaken
4657,1954769,vraagsteller,2025-12-09,Rampenstrategie voor erfgoed  -  Onderzoeksrapport
4104,1954769,minister,2025-12-09,Rampenstrategie voor erfgoed  -  Onderzoeksrapport
4632,1954730,vraagsteller,2025-12-09,Uitbetaling groeipakket  -  Mogelijk gebruik AI-chatbots
2836,1954730,minister,2025-12-09,Uitbetaling groeipakket  -  Mogelijk gebruik AI-chatbots
4410,1954627,vraagsteller,2025-12-09,Nieuwe EU-staalverordening  -  Impact voor Vlaanderen
3455,1954627,minister,2025-12-09,Nieuwe EU-staalverordening  -  Impact voor Vlaanderen
3418,1954465,vraagsteller,2025-12-09,GRUP 'Herkenrodebossen en Wijerbos' - Kosten
4430,1954465,minister,2025-12-09,GRUP 'Herkenrodebossen en Wijerbos' - Kosten
4610,1954380,vraagsteller,2025-12-09,Handelsakkoord Europese Unie - Mercosur  -  Evaluatienota
3455,1954380,minister,2025-12-09,Handelsakkoord Europese Unie - Mercosur  -  Evaluatienota
4601,1954263,vraagsteller,2025-12-09,Armoedebestrijding  -  Subsidies
2836,1954263,minister,2025-12-09,Armoedebestrijding  -  Subsidies
4601,1954190,vraagsteller,2025-12-09,REMI-tool  -  Financiering en monitoring
2836,1954190,minister,2025-12-09,REMI-tool  -  Financiering en monitoring
4429,1954168,vraagsteller,2025-12-09,Collectief opvangcentrum Peeterskasteel Scherpenheuvel  -  Asbestproblematiek
2836,1954168,minister,2025-12-09,Collectief opvangcentrum Peeterskasteel Scherpenheuvel  -  Asbestproblematiek
4429,1954167,vraagsteller,2025-12-09,Collectief opvangcentrum Peeterskasteel Scherpenheuvel  -  Asbestproblematiek
4655,1954167,minister,2025-12-09,Collectief opvangcentrum Peeterskasteel Scherpenheuvel  -  Asbestproblematiek
4429,1954166,vraagsteller,2025-12-09,Collectief opvangcentrum Peeterskasteel Scherpenheuvel  -  Asbestproblematiek
4430,1954166,minister,2025-12-09,Collectief opvangcentrum Peeterskasteel Scherpenheuvel  -  Asbestproblematiek
4647,1954049,vraagsteller,2025-12-09,Single dose Comirnaty-vaccins  -  Gebruik
2836,1954049,minister,2025-12-09,Single dose Comirnaty-vaccins  -  Gebruik
4632,1954005,vraagsteller,2025-12-09,Zorgtoeslag  -  Doorlooptijd en (her)inschaling zorgnood
2836,1954005,minister,2025-12-09,Zorgtoeslag  -  Doorlooptijd en (her)inschaling zorgnood
3433,1953668,vraagsteller,2025-12-09,Tienerzwangerschap  -  Stand van zaken
2836,1953668,minister,2025-12-09,Tienerzwangerschap  -  Stand van zaken
3433,1953632,vraagsteller,2025-12-09,Kraam- en gezinszorg  -  Onderzoek naar kwetsbare gebruikers
2836,1953632,minister,2025-12-09,Kraam- en gezinszorg  -  Onderzoek naar kwetsbare gebruikers
3430,1953440,vraagsteller,2025-12-09,Hinderpremie  -  Afschaffing
3455,1953440,minister,2025-12-09,Hinderpremie  -  Afschaffing
3918,1952855,vraagsteller,2025-12-09,Verlaagde registratierechten  -  Toepassing
4104,1952855,minister,2025-12-09,Verlaagde registratierechten  -  Toepassing
4572,1952848,vraagsteller,2025-12-09,OverKop-huizen  -  Financiering en doelstellingen
2836,1952848,minister,2025-12-09,OverKop-huizen  -  Financiering en doelstellingen
3918,1952839,vraagsteller,2025-12-09,Amerikaans werkvisum hoogopgeleide arbeidsmigranten  -  Impact
3455,1952839,minister,2025-12-09,Amerikaans werkvisum hoogopgeleide arbeidsmigranten  -  Impact
3433,1952800,vraagsteller,2025-12-09,Woonzorgcentra (wzc's)  -  Inzet interimpersoneel en zelfstandig verpleegkundigen
2836,1952800,minister,2025-12-09,Woonzorgcentra (wzc's)  -  Inzet interimpersoneel en zelfstandig verpleegkundigen
4741,1952706,vraagsteller,2025-12-09,Buitengewoon onderwijs  -  Ondersteuning scholen en inclusie
4440,1952706,minister,2025-12-09,Buitengewoon onderwijs  -  Ondersteuning scholen en inclusie
3965,1952665,vraagsteller,2025-12-09,Kinderopvang  -  Bezettingscijfers
2836,1952665,minister,2025-12-09,Kinderopvang  -  Bezettingscijfers
4413,1952615,vraagsteller,2025-12-09,Personeelsschaarste zorgsector  -  Inzetten gepensioneerden
2836,1952615,minister,2025-12-09,Personeelsschaarste zorgsector  -  Inzetten gepensioneerden
4735,1952591,vraagsteller,2025-12-09,Consultancyopdrachten  -  Impact op middelenbesteding
3455,1952591,minister,2025-12-09,Consultancyopdrachten  -  Impact op middelenbesteding
4627,1952568,vraagsteller,2025-12-09,Koninklijke Vlaamse Academie van België voor Wetenschappen en Kunsten (KVAB)  -  Middelen en rol
3455,1952568,minister,2025-12-09,Koninklijke Vlaamse Academie van België voor Wetenschappen en Kunsten (KVAB)  -  Middelen en rol
4637,1952557,vraagsteller,2025-12-09,Gebruik UiTPAS in onderwijs  -  Impact en ondersteuning
4440,1952557,minister,2025-12-09,Gebruik UiTPAS in onderwijs  -  Impact en ondersteuning
4425,1952555,vraagsteller,2025-12-09,Uitbetaling loon onderwijspersoneel  -  Fouten en rechtzettingen
4440,1952555,minister,2025-12-09,Uitbetaling loon onderwijspersoneel  -  Fouten en rechtzettingen
4415,1952552,vraagsteller,2025-12-09,Woonzorgcentra (wzc's)  -  Ernstige incidenten
2836,1952552,minister,2025-12-09,Woonzorgcentra (wzc's)  -  Ernstige incidenten
4425,1952542,vraagsteller,2025-12-09,Decreet buitenschoolse opvang en activiteiten en decreet flankerend onderwijs  -  Verschillen in regelgeving
4440,1952542,minister,2025-12-09,Decreet buitenschoolse opvang en activiteiten en decreet flankerend onderwijs  -  Verschillen in regelgeving
4399,1952467,vraagsteller,2025-12-09,DBFM-programma Scholen van Vlaanderen  -  Stand van zaken
4440,1952467,minister,2025-12-09,DBFM-programma Scholen van Vlaanderen  -  Stand van zaken
4399,1952465,vraagsteller,2025-12-09,Luchtkwaliteitsfonds  -  Verdeling middelen
4440,1952465,minister,2025-12-09,Luchtkwaliteitsfonds  -  Verdeling middelen
4399,1952463,vraagsteller,2025-12-09,Scholars at Risk (SAR)  -  Opvang bedreigde academici door universiteiten
4440,1952463,minister,2025-12-09,Scholars at Risk (SAR)  -  Opvang bedreigde academici door universiteiten
4650,1952461,vraagsteller,2025-12-09,Flanders Investment & Trade (FIT)  -  Invoering en werking segmentatiemodel
3455,1952461,minister,2025-12-09,Flanders Investment & Trade (FIT)  -  Invoering en werking segmentatiemodel
4650,1952458,vraagsteller,2025-12-09,Memorandum of understanding (MoU) met Californië  -  Initiatieven
3455,1952458,minister,2025-12-09,Memorandum of understanding (MoU) met Californië  -  Initiatieven
4650,1952456,vraagsteller,2025-12-09,Flanders Investment & Trade (FIT)  -  Samenwerking met Plug and Play Tech Center
3455,1952456,minister,2025-12-09,Flanders Investment & Trade (FIT)  -  Samenwerking met Plug and Play Tech Center
4650,1952453,vraagsteller,2025-12-09,Vlaamse exportdiversificatie na de Amerikaanse handelsmaatregelen  -  Stand van zaken en begeleiding
3455,1952453,minister,2025-12-09,Vlaamse exportdiversificatie na de Amerikaanse handelsmaatregelen  -  Stand van zaken en begeleiding
4636,1952449,vraagsteller,2025-12-09,Geradicaliseerde jongeren  -  Begeleiding
2836,1952449,minister,2025-12-09,Geradicaliseerde jongeren  -  Begeleiding
4633,1952440,vraagsteller,2025-12-09,De Schrijfwijzen  -  Evaluatie
2836,1952440,minister,2025-12-09,De Schrijfwijzen  -  Evaluatie
4613,1952434,vraagsteller,2025-12-09,Bovenlokale cultuur- en jeugdinfrastructuur  -  Sectorale investeringssubsidies
2836,1952434,minister,2025-12-09,Bovenlokale cultuur- en jeugdinfrastructuur  -  Sectorale investeringssubsidies
4613,1952430,vraagsteller,2025-12-09,Strategische cultuur- en jeugdinfrastructuur en energieleningen  -  Subsidies en leningen
2836,1952430,minister,2025-12-09,Strategische cultuur- en jeugdinfrastructuur en energieleningen  -  Subsidies en leningen
4659,1952426,vraagsteller,2025-12-09,Residentiebeurzen en -plekken  -  Aanvragen en financiering
2836,1952426,minister,2025-12-09,Residentiebeurzen en -plekken  -  Aanvragen en financiering
4647,1952422,vraagsteller,2025-12-09,Gezondheidsmakers - Evaluatie en kostprijs
2836,1952422,minister,2025-12-09,Gezondheidsmakers - Evaluatie en kostprijs
4647,1952420,vraagsteller,2025-12-09,Departementen en agentschappen onder de bevoegdheid van de minister  -  Campagnes en projecten in samenwerking met OVAL
2836,1952420,minister,2025-12-09,Departementen en agentschappen onder de bevoegdheid van de minister  -  Campagnes en projecten in samenwerking met OVAL
4429,1952415,vraagsteller,2025-12-09,Stop it now!  -  Naastenproject
2836,1952415,minister,2025-12-09,Stop it now!  -  Naastenproject
4429,1952413,vraagsteller,2025-12-09,Interlandelijke adoptie  -  Opvolging
2836,1952413,minister,2025-12-09,Interlandelijke adoptie  -  Opvolging
4432,1952411,vraagsteller,2025-12-09,Arbeidsmatige activiteiten in het kader van het gezondheids- en welzijnsbeleid  -  Federale welzijnswetgeving
2836,1952411,minister,2025-12-09,Arbeidsmatige activiteiten in het kader van het gezondheids- en welzijnsbeleid  -  Federale welzijnswetgeving
4608,1952409,vraagsteller,2025-12-09,Jeugdhulp  -  Inzet consulenten
2836,1952409,minister,2025-12-09,Jeugdhulp  -  Inzet consulenten
4608,1952407,vraagsteller,2025-12-09,Gemeenschapsinstellingen  -  Consulenten
2836,1952407,minister,2025-12-09,Gemeenschapsinstellingen  -  Consulenten
4410,1952402,vraagsteller,2025-12-09,Kunststof- en plasticsindustrie  -  Marktaandeel Vlaanderen
3455,1952402,minister,2025-12-09,Kunststof- en plasticsindustrie  -  Marktaandeel Vlaanderen
4403,1952398,vraagsteller,2025-12-09,OverKopnetwerk Denderstreek-Meetjesland  -  Structurele en evenwichtige financiering
2836,1952398,minister,2025-12-09,OverKopnetwerk Denderstreek-Meetjesland  -  Structurele en evenwichtige financiering
4400,1952389,vraagsteller,2025-12-09,Vlaams Instituut voor Biotechnologie (VIB) - Evaluatie
3455,1952389,minister,2025-12-09,Vlaams Instituut voor Biotechnologie (VIB) - Evaluatie
4660,1952375,vraagsteller,2025-12-09,FeliX Art & Eco Museum Drogenbos  -  Evaluatie werking
4104,1952375,minister,2025-12-09,FeliX Art & Eco Museum Drogenbos  -  Evaluatie werking
4615,1952373,vraagsteller,2025-12-09,Respijtzorg  -  Kortverblijf type 3
2836,1952373,minister,2025-12-09,Respijtzorg  -  Kortverblijf type 3
4650,1952371,vraagsteller,2025-12-09,Schelderegio  -  Versterking Vlaams-Nederlandse samenwerking
3455,1952371,minister,2025-12-09,Schelderegio  -  Versterking Vlaams-Nederlandse samenwerking
4078,1952359,vraagsteller,2025-12-09,Circussen  -  Dierenwelzijn
4104,1952359,minister,2025-12-09,Circussen  -  Dierenwelzijn
4399,1952348,vraagsteller,2025-12-09,Leersteuncentra  -  Personeelsbestand en werkdruk
4440,1952348,minister,2025-12-09,Leersteuncentra  -  Personeelsbestand en werkdruk
4425,1949364,vraagsteller,2025-12-09,Buitengewoon onderwijs  -  Afwijkingsuren
4440,1949364,minister,2025-12-09,Buitengewoon onderwijs  -  Afwijkingsuren
4644,1956384,vraagsteller,2025-12-08,Klein en Groot Schietveld  -  Verbinding
4430,1956384,minister,2025-12-08,Klein en Groot Schietveld  -  Verbinding
4658,1956019,vraagsteller,2025-12-08,Bouw landbouwconstructies  -  Vrijstelling medewerking architect
4430,1956019,minister,2025-12-08,Bouw landbouwconstructies  -  Vrijstelling medewerking architect
4614,1955705,vraagsteller,2025-12-08,Verplichte emissiereductie voor rundveehouders tegen eind 2025 - Stand van zaken
4430,1955705,minister,2025-12-08,Verplichte emissiereductie voor rundveehouders tegen eind 2025 - Stand van zaken
4409,1955301,vraagsteller,2025-12-08,Natuurhandhaving - Herstel illegaal vernietigde natuur
4430,1955301,minister,2025-12-08,Natuurhandhaving - Herstel illegaal vernietigde natuur
3418,1954200,vraagsteller,2025-12-08,Vergunningen voor sportschietclubs  -  Negatieve beoordelingen
4430,1954200,minister,2025-12-08,Vergunningen voor sportschietclubs  -  Negatieve beoordelingen
3430,1952654,vraagsteller,2025-12-08,Woningen en appartementen  -  Energetische renovatie
4655,1952654,minister,2025-12-08,Woningen en appartementen  -  Energetische renovatie
4409,1952577,vraagsteller,2025-12-08,Houtstook als huishoudelijke verwarming  -  Maatregelen
4655,1952577,minister,2025-12-08,Houtstook als huishoudelijke verwarming  -  Maatregelen
4409,1952576,vraagsteller,2025-12-08,Houtstook als huishoudelijke verwarming  -  Maatregelen
4430,1952576,minister,2025-12-08,Houtstook als huishoudelijke verwarming  -  Maatregelen
4443,1952241,vraagsteller,2025-12-08,Examencommissie en pilootprojecten Edusprong  -  Evaluatie
4440,1952241,minister,2025-12-08,Examencommissie en pilootprojecten Edusprong  -  Evaluatie
4443,1952239,vraagsteller,2025-12-08,Salarisschalen onderwijspersoneel  -  Stand van zaken
4440,1952239,minister,2025-12-08,Salarisschalen onderwijspersoneel  -  Stand van zaken
4443,1952223,vraagsteller,2025-12-08,Examencommissie secundair onderwijs  -  Evaluatie
4440,1952223,minister,2025-12-08,Examencommissie secundair onderwijs  -  Evaluatie
4736,1951048,vraagsteller,2025-12-08,Opleidingen werknemers  -  Taalgebruik
4440,1951048,minister,2025-12-08,Opleidingen werknemers  -  Taalgebruik
4736,1950981,vraagsteller,2025-12-08,Shiftarbeid  -  Impact van bereikbaarheid en werkbaarheid
4440,1950981,minister,2025-12-08,Shiftarbeid  -  Impact van bereikbaarheid en werkbaarheid
3430,1949324,vraagsteller,2025-12-08,Re-integratie langdurig zieken  -  Rapport Sociaal-Economische Raad van Vlaanderen (SERV)
4440,1949324,minister,2025-12-08,Re-integratie langdurig zieken  -  Rapport Sociaal-Economische Raad van Vlaanderen (SERV)
3430,1949256,vraagsteller,2025-12-08,Interregionale arbeidsmobiliteit  -  Actiris/VDAB
4440,1949256,minister,2025-12-08,Interregionale arbeidsmobiliteit  -  Actiris/VDAB
3430,1949253,vraagsteller,2025-12-08,Interregionale arbeidsmobiliteit  -  Forem/VDAB
4440,1949253,minister,2025-12-08,Interregionale arbeidsmobiliteit  -  Forem/VDAB
4736,1949134,vraagsteller,2025-12-08,Leidinggevenden  -  Werkbaar werk
4440,1949134,minister,2025-12-08,Leidinggevenden  -  Werkbaar werk
4623,1949126,vraagsteller,2025-12-08,VDAB  -  Absenteïsme
4440,1949126,minister,2025-12-08,VDAB  -  Absenteïsme
4410,1949024,vraagsteller,2025-12-08,VDAB  -  Taalwetgeving
4654,1949024,minister,2025-12-08,VDAB  -  Taalwetgeving
4410,1949023,vraagsteller,2025-12-08,VDAB  -  Taalwetgeving
4440,1949023,minister,2025-12-08,VDAB  -  Taalwetgeving
4110,1957700,vraagsteller,2025-12-05,Museum Eperon d'Or Izegem  -  Eventuele terugvordering subsidie van Toerisme Vlaanderen
