member_id,mandaatgroep,mandaat,belangrijk_mandaat,datum_van,datum_tot
3461,Minister,"Vlaams minister van Financiën, Begroting, Werk, Ruimtelijke Ordening en Sport",N,2010-07-07T00:00:00+0200,2014-07-24T00:00:00+0200
3461,Minister,"Vlaams minister van Financiën, Begroting, Werk, Ruimtelijke Ordening en Sport",N,2009-07-13T00:00:00+0200,2010-07-06T00:00:00+0200
3298,Lokale mandaten,gemeenteraadslid Maaseik,N,2004-02-02T00:00:00+0100,
3298,Lokale mandaten,provincieraadslid Limburg,N,2018-12-01T00:00:00+0100,2019-06-17T00:00:00+0200
3298,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2024-05-27T23:59:59+0200
4627,Lokale mandaten,gemeenteraadslid Brugge,N,2013-01-02T00:00:00+0100,
4627,Lokale mandaten,schepen Brugge,N,2021-07-01T00:00:00+0200,2024-12-31T23:59:59+0100
4627,Federale mandaten,deelstaatsenator,N,2025-01-24T00:00:00+0100,
4627,Federale mandaten,volksvertegenwoordiger kieskring West-Vlaanderen,N,2020-10-01T00:00:00+0200,2023-10-22T23:59:59+0200
4651,Lokale mandaten,gemeenteraadslid Maasmechelen,N,2013-01-01T00:00:00+0100,
4651,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4405,Lokale mandaten,gemeenteraadslid Mechelen,N,2016-01-26T00:00:00+0100,
4405,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2024-05-27T23:59:59+0200
3446,Lokale mandaten,burgemeester (verhinderd) Dilsen-Stokkem,N,2019-01-09T00:00:00+0100,2024-12-01T23:59:59+0100
3446,Lokale mandaten,burgemeester Dilsen-Stokkem,N,2001-01-01T00:00:00+0100,2019-01-08T23:59:59+0100
3446,Lokale mandaten,eerste schepen Dilsen-Stokkem,N,2024-12-02T00:00:00+0100,
3446,Lokale mandaten,provincieraadslid Limburg,N,2006-01-01T00:00:00+0100,2009-06-06T23:59:59+0200
3446,Minister,"viceminister-president van de Vlaamse Regering, Vlaams minister van Mobiliteit, Openbare Werken, Binnenlands Bestuur, Bestuurszaken, Inburgering en Gelijke Kansen",N,2024-08-02T00:01:00+0200,2024-09-30T14:00:59+0200
3446,Minister,Vlaams minister van Mobiliteit en Openbare Werken,N,2019-10-02T14:10:00+0200,2024-08-02T00:00:59+0200
3446,Minister,"viceminister-president van de Vlaamse Regering, Vlaams minister van Begroting, Financiën, Energie, Cultuur, Media en Jeugd",N,2019-07-18T00:00:00+0200,2019-10-01T07:00:00+0200
3446,Minister,"Vlaams minister van Begroting, Financiën en Energie",N,2019-01-09T00:00:00+0100,2019-07-17T00:00:00+0200
4628,Lokale mandaten,gemeenteraadslid Leuven,N,2019-01-02T00:00:00+0100,2024-12-02T23:59:59+0100
4628,Lokale mandaten,gemeenteraadslid Leuven,N,2015-09-28T00:00:00+0200,2017-08-28T23:59:59+0200
4628,Federale mandaten,deelstaatsenator,N,2024-12-13T00:00:00+0100,
4628,Federale mandaten,volksvertegenwoordiger kieskring Vlaams-Brabant,N,2020-11-12T00:00:00+0100,2024-05-27T23:59:59+0200
4631,Lokale mandaten,burgemeester Pajottegem,N,2025-01-02T00:00:00+0100,
4631,Lokale mandaten,burgemeester Herne,N,2001-01-01T00:00:00+0100,2025-01-01T23:59:59+0100
4631,Federale mandaten,gecoöpteerd senator kieskring Vlaams-Brabant,N,2023-06-23T00:00:00+0200,2024-05-27T23:59:59+0200
4406,Lokale mandaten,gemeenteraadslid Sint-Niklaas,N,2024-12-02T00:00:00+0100,
4744,Lokale mandaten,gemeenteraadslid Aarschot,N,2024-12-02T00:00:00+0100,
4744,Lokale mandaten,schepen Aarschot,N,2024-12-02T00:00:00+0100,
4632,Lokale mandaten,gemeenteraadslid Dendermonde,N,2013-01-01T00:00:00+0100,
4632,Lokale mandaten,schepen Dendermonde,N,2019-01-02T00:00:00+0100,2024-12-31T23:59:59+0100
4632,Federale mandaten,volksvertegenwoordiger kieskring Oost-Vlaanderen,N,2019-05-26T00:00:00+0200,2024-05-27T23:59:59+0200
3221,Lokale mandaten,burgemeester Wellen,N,2013-01-01T00:00:00+0100,
4061,Lokale mandaten,burgemeester Aarschot,N,2019-02-04T00:00:00+0100,
4061,Lokale mandaten,gemeenteraadslid Aarschot,N,2007-01-01T00:00:00+0100,
4061,Lokale mandaten,schepen Aarschot,N,2013-01-02T00:00:00+0100,2019-01-11T00:00:00+0100
4061,Federale mandaten,volksvertegenwoordiger kieskring Leuven,N,2010-06-13T00:00:00+0200,2014-05-24T00:00:00+0200
4061,Minister,"viceminister-president van de Vlaamse Regering, Vlaams minister van Binnenlands Bestuur, Bestuurszaken, Inburgering en Gelijke Kansen",N,2023-11-08T16:55:00+0100,2024-08-02T00:00:59+0200
4408,Lokale mandaten,gemeenteraadslid Kortrijk,N,2019-01-05T00:00:00+0100,
4634,Lokale mandaten,voorzitter Bijzonder Comité voor de Sociale Dienst Ieper,N,2019-01-07T00:00:00+0100,
4634,Lokale mandaten,gemeenteraadslid Ieper,N,2006-01-01T00:00:00+0100,
4634,Lokale mandaten,schepen Ieper,N,2013-01-01T00:00:00+0100,
4409,Lokale mandaten,gemeenteraadslid Aalter,N,2001-01-09T00:00:00+0100,
4637,Lokale mandaten,gemeenteraadslid Gent,N,2025-01-07T00:00:00+0100,
4635,Lokale mandaten,burgemeester As,N,2017-01-01T00:00:00+0100,
4635,Lokale mandaten,gemeenteraadslid As,N,2000-01-01T00:00:00+0100,
4635,Lokale mandaten,schepen As,N,2001-01-01T00:00:00+0100,2016-12-31T23:59:59+0100
4087,Lokale mandaten,gemeenteraadslid Liedekerke,N,2007-01-25T00:00:00+0100,2026-05-21T23:59:59+0200
4087,Lokale mandaten,schepen Liederkerke,N,2022-07-01T00:00:00+0200,2024-12-02T23:59:59+0100
4087,Lokale mandaten,schepen (titelvoerend) Liedekerke,N,2019-01-03T00:00:00+0100,2022-06-30T23:59:59+0200
4087,Lokale mandaten,schepen Liedekerke,N,2012-01-01T00:00:00+0100,2014-06-30T23:59:59+0200
4087,Federale mandaten,deelstaatsenator,N,2025-01-24T00:00:00+0100,
4087,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2022-07-01T23:59:59+0200
4087,Federale mandaten,deelstaatsenator,N,2014-07-03T00:00:00+0200,2019-05-23T23:59:59+0200
4410,Lokale mandaten,lid Bijzonder Comité voor de Sociale Dienst Denderleeuw,N,2019-02-14T00:00:00+0100,2024-12-02T23:59:59+0100
4410,Lokale mandaten,gemeenteraadslid Denderleeuw,N,2001-01-01T00:00:00+0100,
4410,Lokale mandaten,lid van de politieraad Denderleeuw,N,2006-01-01T00:00:00+0100,2019-06-05T23:59:59+0200
4410,Federale mandaten,deelstaatsenator,N,2024-12-13T00:00:00+0100,
4410,Europese mandaten,afgevaardigde naar parlementaire assemblee van organisatie voor veiligheid en samenwerking in Europa,N,2025-01-24T00:00:00+0100,
4410,Europese mandaten,plaatsvervangend lid van de Benelux Interparlementaire Assemblee,N,2019-12-06T00:00:00+0100,
4412,Lokale mandaten,gemeenteraadslid Beersel,N,2019-01-07T00:00:00+0100,
4412,Lokale mandaten,gemeenteraadslid Beersel,N,2006-01-02T00:00:00+0100,2013-01-01T23:59:59+0100
4412,Lokale mandaten,lid van de politieraad Zennevallei,N,2025-01-29T00:00:00+0100,
4412,Lokale mandaten,provincieraadslid Vlaams-Brabant,N,2018-12-03T00:00:00+0100,2019-06-17T23:59:59+0200
4412,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4412,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2024-05-27T23:59:59+0200
4413,Lokale mandaten,gemeenteraadslid Aalst,N,2013-01-02T00:00:00+0100,
4413,Lokale mandaten,schepen Aalst,N,2013-01-07T00:00:00+0100,
4413,Federale mandaten,volksvertegenwoordiger kieskring Oost-Vlaanderen,N,2014-05-25T00:00:00+0200,2019-05-25T00:00:00+0200
4413,Federale mandaten,volksvertegenwoordiger kieskring Oost-Vlaanderen,N,2010-06-13T00:00:00+0200,2014-05-24T00:00:00+0200
4413,Federale mandaten,volksvertegenwoordiger kieskring Oost-Vlaanderen,N,2007-06-10T00:00:00+0200,2010-06-12T00:00:00+0200
4413,Federale mandaten,quaestor van de Kamer van Volksvertegenwoordigers,N,2010-07-20T00:00:00+0200,2014-05-24T00:00:00+0200
4413,Federale mandaten,Bureaulid van de Kamer van Volksvertegenwoordigers,N,2014-06-30T00:00:00+0200,2016-01-20T00:00:00+0100
4416,Lokale mandaten,OCMW-raadslid Herentals,N,2007-01-02T00:00:00+0100,2013-01-01T00:00:00+0100
4416,Lokale mandaten,gemeenteraadslid Herentals,N,2015-03-03T00:00:00+0100,
4416,Lokale mandaten,gemeenteraadslid Herentals,N,2003-01-01T00:00:00+0100,2006-12-31T00:00:00+0100
2825,Lokale mandaten,gemeenteraadslid Brugge,N,2019-01-02T00:00:00+0100,
2825,Lokale mandaten,gemeenteraadslid Izegem,N,2007-01-01T00:00:00+0100,2017-08-21T00:00:00+0200
2825,Lokale mandaten,lid van de politieraad Izegem,N,2007-01-01T00:00:00+0100,2012-12-31T00:00:00+0100
4649,Lokale mandaten,gemeenteraadslid Wervik,N,2024-12-03T00:00:00+0100,
3433,Lokale mandaten,burgemeester Zoersel,N,2024-12-03T00:00:00+0100,
3433,Lokale mandaten,burgemeester Zoersel,N,1995-01-01T00:00:00+0100,2012-12-31T23:59:59+0100
3433,Lokale mandaten,OCMW-voorzitter Zoersel,N,2013-01-07T00:00:00+0100,2019-01-06T23:59:59+0100
3433,Lokale mandaten,gemeenteraadslid Zoersel,N,1989-01-02T00:00:00+0100,
3433,Lokale mandaten,schepen Zoersel,N,2021-09-30T00:00:00+0200,2024-12-02T23:59:59+0100
3433,Lokale mandaten,schepen Zoersel,N,2013-01-07T00:00:00+0100,2019-01-06T23:59:59+0100
3433,Lokale mandaten,schepen Zoersel,N,1989-01-02T00:00:00+0100,1994-12-31T23:59:59+0100
3433,Lokale mandaten,provincieraadslid Antwerpen,N,1994-12-10T00:00:00+0100,2005-01-13T23:59:59+0100
3433,Federale mandaten,volksvertegenwoordiger kieskring Antwerpen,N,2007-12-21T00:00:00+0100,2008-12-29T23:59:59+0100
3433,Federale mandaten,volksvertegenwoordiger kieskring Antwerpen,N,2005-01-13T00:00:00+0100,2007-06-09T23:59:59+0200
4089,Lokale mandaten,burgemeester Londerzeel,N,2024-12-02T00:00:00+0100,
4089,Lokale mandaten,burgemeester Londerzeel,N,2016-01-01T00:00:00+0100,2018-12-31T23:59:59+0100
4089,Lokale mandaten,gemeenteraadslid Londerzeel,N,2006-01-01T00:00:00+0100,
4089,Lokale mandaten,"schepen van financiën, begroting en personeel Londerzeel",N,2014-01-28T00:00:00+0100,2015-12-31T23:59:59+0100
4089,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,2024-11-30T23:59:59+0100
4089,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2024-05-27T23:59:59+0200
4089,Federale mandaten,deelstaatsenator,N,2019-01-11T00:00:00+0100,2019-05-23T23:59:59+0200
4089,Federale mandaten,volksvertegenwoordiger kieskring Brussel-Halle-Vilvoorde,N,2010-06-13T00:00:00+0200,2014-05-24T23:59:59+0200
4648,Lokale mandaten,voorzitter Bijzonder Comité voor de Sociale Dienst Tienen,N,2018-01-01T00:00:00+0100,2024-12-31T23:59:59+0100
4648,Lokale mandaten,gemeenteraadslid Tienen,N,2013-01-01T00:00:00+0100,
4648,Lokale mandaten,fractievoorzitter in de gemeenteraad Tienen,N,2025-01-01T00:00:00+0100,
4648,Lokale mandaten,schepen Sociale zaken Tienen,N,2019-01-01T00:00:00+0100,2024-12-31T23:59:59+0100
4648,Lokale mandaten,"schepen Integratie, Gelijke Kansen en Dierenwelzijn Tienen",N,2015-08-01T00:00:00+0200,2018-12-31T23:59:59+0100
4648,Federale mandaten,deelstaatsenator,N,2024-12-13T00:00:00+0100,
4415,Lokale mandaten,lid Bijzonder Comité voor de Sociale Dienst Antwerpen,N,2019-01-07T00:00:00+0100,
4415,Lokale mandaten,OCMW-raadslid Antwerpen,N,2014-11-25T00:00:00+0100,2019-01-06T23:59:59+0100
4415,Lokale mandaten,gemeenteraadslid Antwerpen,N,2021-04-26T00:00:00+0200,
4736,Lokale mandaten,gemeenteraadslid Schoten,N,2024-12-05T00:00:00+0100,
4640,Lokale mandaten,gemeenteraadslid Antwerpen,N,2025-01-02T00:00:00+0100,
4422,Lokale mandaten,gemeenteraadslid Diest,N,2019-01-03T00:00:00+0100,
4422,Lokale mandaten,"schepen van Financiën, Lokale Economie, Smart City-Citymarketing en Toegankelijkheid Diest",N,2019-01-03T00:00:00+0100,2024-12-02T23:59:59+0100
4636,Lokale mandaten,gemeenteraadslid Genk,N,2019-01-02T00:00:00+0100,
4636,Lokale mandaten,"schepen ruimte, economie en duurzame ontwikkeling Genk",N,2019-01-02T00:00:00+0100,2024-12-31T23:59:59+0100
4728,Lokale mandaten,gemeenteraadslid Beveren-Kruibeke-Zwijndrecht,N,2025-01-02T00:00:00+0100,
4728,Lokale mandaten,gemeenteraadslid Beveren,N,2013-01-01T00:00:00+0100,2024-12-02T23:59:59+0100
4728,Lokale mandaten,schepen Sport en gebouwen Beveren-Kruibeke-Zwijndrecht,N,2025-01-02T00:00:00+0100,2026-03-31T23:59:59+0200
4728,Lokale mandaten,"schepen Sport, Gebouwen en Kinderopvang Beveren",N,2023-05-01T00:00:00+0200,2024-12-31T23:59:59+0100
3458,Lokale mandaten,gemeenteraadslid Gent,N,2025-01-07T00:00:00+0100,
3458,Lokale mandaten,gemeenteraadslid Gent,N,2001-01-01T00:00:00+0100,2019-01-02T23:59:59+0100
3458,Federale mandaten,volksvertegenwoordiger kieskring Oost-Vlaanderen,N,2007-06-10T00:00:00+0200,2009-06-29T23:59:59+0200
3458,Federale mandaten,volksvertegenwoordiger kieskring Oost-Vlaanderen,N,2003-05-18T00:00:00+0200,2003-07-11T23:59:59+0200
3458,Minister,"Vlaams minister van Energie, Wonen, Steden en Sociale Economie",N,2009-07-13T00:00:00+0200,2014-07-24T00:00:00+0200
3458,Minister,vice-eerste minister en minister van Begroting en Consumentenzaken,N,2005-10-17T00:00:00+0200,2007-12-20T23:59:59+0100
3458,Minister,minister van Werk,N,2004-07-18T00:00:00+0200,2005-10-16T23:59:59+0200
3458,Minister,"minister van Leefmilieu, Consumentenzaken en Duurzame Ontwikkeling",N,2003-07-12T00:00:00+0200,2004-07-17T23:59:59+0200
4095,Lokale mandaten,gemeenteraadslid Antwerpen,N,2007-01-03T00:00:00+0100,
4095,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4095,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2024-05-27T23:59:59+0200
4095,Federale mandaten,deelstaatsenator,N,2014-07-03T00:00:00+0200,2019-05-23T23:59:59+0200
4095,Federale mandaten,rechtstreeks verkozen senator,N,2010-06-13T00:00:00+0200,2014-05-24T23:59:59+0200
4095,Federale mandaten,rechtstreeks verkozen senator,N,2007-06-10T00:00:00+0200,2010-06-12T23:59:59+0200
4095,Federale mandaten,rechtstreeks verkozen senator,N,2003-05-18T00:00:00+0200,2007-06-09T23:59:59+0200
4095,Federale mandaten,derde ondervoorzitter van de Senaat,N,2007-10-09T00:00:00+0200,2009-10-12T23:59:59+0200
4095,Federale mandaten,Bureaulid van de Senaat,N,2019-07-18T00:00:00+0200,2024-07-18T23:59:59+0200
4095,Federale mandaten,fractievoorzitter in de Senaat,N,2014-07-17T00:00:00+0200,2019-05-23T23:59:59+0200
4425,Lokale mandaten,gemeenteraadslid Poperinge,N,2007-01-01T00:00:00+0100,
4425,Lokale mandaten,schepen Poperinge,N,2007-01-01T00:00:00+0100,
4645,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4740,Lokale mandaten,gemeenteraadslid Beveren-Kruibeke-Zwijndrecht,N,2025-01-02T00:00:00+0100,
4740,Lokale mandaten,gemeenteraadslid Kruibeke,N,2013-01-01T00:00:00+0100,2024-12-31T23:59:59+0100
4740,Lokale mandaten,schepen Kruibeke,N,2013-01-01T00:00:00+0100,2018-12-31T23:59:59+0100
4660,Lokale mandaten,gemeenteraadslid Kortenberg,N,2019-01-07T00:00:00+0100,
4426,Lokale mandaten,voorzitter Bijzonder Comité voor de Sociale Dienst Anzegem,N,2019-01-04T00:00:00+0100,2019-06-10T23:59:59+0200
4426,Lokale mandaten,gemeenteraadslid Anzegem,N,2013-01-02T00:00:00+0100,
4426,Lokale mandaten,schepen Anzegem,N,2013-01-02T00:00:00+0100,2019-06-10T23:59:59+0200
4644,Lokale mandaten,burgemeester Malle,N,2022-01-01T00:00:00+0100,
4644,Lokale mandaten,gemeenteraadslid Malle,N,2013-01-01T00:00:00+0100,
4644,Lokale mandaten,schepen Malle,N,2019-01-02T00:00:00+0100,2021-12-31T23:59:59+0100
4098,Lokale mandaten,gemeenteraadslid Schoten,N,2019-01-03T00:00:00+0100,
4098,Lokale mandaten,gemeenteraadslid Mortsel,N,2007-01-01T00:00:00+0100,2018-09-24T00:00:00+0200
4098,Federale mandaten,volksvertegenwoordiger kieskring Antwerpen,N,2019-05-26T00:00:00+0200,2024-05-27T23:59:59+0200
4098,Europese mandaten,vast lid van de Parlementaire Vergadering van de Raad van Europa,N,2019-09-30T00:00:00+0200,2024-05-27T23:59:59+0200
4102,Lokale mandaten,gemeenteraadslid Ganshoren,N,2018-12-06T00:00:00+0100,2024-12-01T23:59:59+0100
4102,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4102,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2024-05-27T23:59:59+0200
4102,Federale mandaten,deelstaatsenator,N,2014-07-03T00:00:00+0200,2019-05-23T23:59:59+0200
4102,Federale mandaten,gecoöpteerd senator,N,2010-07-20T00:00:00+0200,2014-05-24T23:59:59+0200
4102,Federale mandaten,eerste ondervoorzitter van de Senaat,J,2014-07-17T00:00:00+0200,2019-01-10T23:59:59+0100
4102,Federale mandaten,fractievoorzitter in de Senaat,N,2019-07-18T00:00:00+0200,2024-05-27T23:59:59+0200
4102,Federale mandaten,fractievoorzitter in de Senaat,N,2019-01-11T00:00:00+0100,2019-05-23T23:59:59+0200
4102,Europese mandaten,lid van het Comité van de Regio's,N,2015-01-26T00:00:00+0100,
4102,Europese mandaten,vast lid van de Benelux Interparlementaire Assemblee,N,2019-12-06T00:00:00+0100,
4642,Lokale mandaten,burgemeester Herentals,N,2019-01-01T00:00:00+0100,2024-12-03T23:59:59+0100
4642,Lokale mandaten,gemeenteraadslid Herentals,N,2001-01-01T00:00:00+0100,2024-12-03T23:59:59+0100
4642,Lokale mandaten,schepen Herentals,N,2007-01-01T00:00:00+0100,2018-12-31T23:59:59+0100
4642,Lokale mandaten,provincieraadslid Antwerpen,N,2007-01-01T00:00:00+0100,2024-12-31T23:59:59+0100
4643,Lokale mandaten,gemeenteraadslid Olen,N,2024-12-04T00:00:00+0100,
4064,Lokale mandaten,burgemeester Turnhout,N,2019-01-01T00:00:00+0100,2024-12-01T23:59:59+0100
4064,Lokale mandaten,gemeenteraadslid Oud-Turnhout,N,2013-01-01T00:00:00+0100,2016-10-19T23:59:59+0200
4064,Lokale mandaten,schepen Turnhout,N,2024-12-02T00:00:00+0100,
4064,Lokale mandaten,schepen Oud-Turnhout,N,2007-01-01T00:00:00+0100,2012-12-31T23:59:59+0100
4064,Lokale mandaten,voorzitter van de politiezone Turnhout,N,2019-01-01T00:00:00+0100,2024-12-01T23:59:59+0100
4064,Lokale mandaten,lid van de politieraad Oud-Turnhout,N,2013-01-01T00:00:00+0100,2016-10-19T23:59:59+0200
4064,Europese mandaten,plaatsvervangend lid van de Raadgevende Interparlementaire Beneluxraad,N,2014-09-24T00:00:00+0200,2019-05-25T23:59:59+0200
4641,Lokale mandaten,gemeenteraadslid Heist-op-den-Berg,N,2013-01-01T00:00:00+0100,
4641,Lokale mandaten,schepen Heist-op-den-Berg,N,2013-01-01T00:00:00+0100,2021-12-31T23:59:59+0100
4641,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4641,Europese mandaten,plaatsvervangend lid van de Benelux Interparlementaire Assemblee,N,2024-10-09T00:00:00+0200,
4633,Lokale mandaten,gemeenteraadslid Menen,N,2013-01-02T00:00:00+0100,
4633,Lokale mandaten,"schepen Cultuur, (kunst)onderwijs, bibliotheek, erfgoed en kerkfabrieken Menen",N,2013-01-02T00:00:00+0100,2024-12-03T23:59:59+0100
4633,Lokale mandaten,lid van de politieraad Menen,N,2019-01-01T00:00:00+0100,
4633,Federale mandaten,deelstaatsenator,N,2024-12-13T00:00:00+0100,
4629,Lokale mandaten,burgemeester Grobbendonk,N,2019-01-01T00:00:00+0100,
4629,Lokale mandaten,gemeenteraadslid Grobbendonk,N,2019-01-01T00:00:00+0100,
4629,Federale mandaten,volksvertegenwoordiger kieskring Antwerpen,N,2019-05-26T00:00:00+0200,2024-05-27T23:59:59+0200
4630,Lokale mandaten,gemeenteraadslid Lommel,N,2001-01-01T00:00:00+0100,
4630,Lokale mandaten,schepen Lommel,N,2013-01-01T00:00:00+0100,2018-12-31T23:59:59+0100
4630,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4630,Federale mandaten,volksvertegenwoordiger kieskring Limburg,N,2019-05-26T00:00:00+0200,2024-05-27T23:59:59+0200
4630,Europese mandaten,vast lid van de Benelux Interparlementaire Assemblee,N,2024-10-09T00:00:00+0200,
4624,Lokale mandaten,gemeenteraadslid Leuven,N,2007-01-01T00:00:00+0100,
4624,Lokale mandaten,schepen Leuven,N,2013-01-01T00:00:00+0100,
4433,Lokale mandaten,gemeenteraadslid Bornem,N,2007-01-01T00:00:00+0100,
4433,Lokale mandaten,provincieraadslid Antwerpen,N,2018-12-03T00:00:00+0100,2019-06-17T00:00:00+0200
4433,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
4741,Lokale mandaten,gemeenteraadslid Roeselare,N,2024-09-16T00:00:00+0200,2024-12-31T23:59:59+0100
3918,Lokale mandaten,gemeenteraadslid Beersel,N,2019-01-07T00:00:00+0100,
3918,Lokale mandaten,gemeenteraadslid Leuven,N,2013-01-02T00:00:00+0100,2014-06-23T23:59:59+0200
3918,Federale mandaten,deelstaatsenator,N,2024-07-18T00:00:00+0200,
3918,Federale mandaten,deelstaatsenator,N,2019-07-04T00:00:00+0200,2024-05-27T23:59:59+0200
3918,Federale mandaten,deelstaatsenator,N,2014-07-03T00:00:00+0200,2019-02-21T23:59:59+0100
3918,Federale mandaten,gecoöpteerd senator,N,2010-07-20T00:00:00+0200,2012-12-17T23:59:59+0100
3918,Europese mandaten,plaatsvervangend lid van de Benelux Interparlementaire Assemblee,N,2019-12-06T00:00:00+0100,
4443,Lokale mandaten,gemeenteraadslid Wingene,N,2013-01-02T00:00:00+0100,
4443,Lokale mandaten,schepen Wingene,N,2016-10-05T00:00:00+0200,
4429,Lokale mandaten,lid Raad voor Maatschappelijk Welzijn Scherpenheuvel-Zichem,J,2019-01-02T00:00:00+0100,
4429,Lokale mandaten,gemeenteraadslid Scherpenheuvel-Zichem,N,2019-01-02T00:00:00+0100,
