member_id,belangrijk_mandaat,titel,omschrijving,datum_van,datum_tot,commissie_id,commissie_afkorting,commissie_titel
4411,J,Onderzoekscommissie PFAS-PFOS,toegevoegd lid,2021-06-23T18:40:00+0200,2022-03-30T23:59:59+0200,1537200,PFAS-PFOS,Onderzoekscommissie PFAS-PFOS
4411,J,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",toegevoegd lid,2019-10-09T14:00:00+0200,2022-01-12T13:59:59+0100,1333088,ECO,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie"
4411,J,Commissie ad hoc voor de Evaluatie en Verdere Uitvoering van het Vlaamse Coronabeleid,toegevoegd lid,2020-06-03T14:00:00+0200,2020-12-31T23:59:59+0100,1396349,COR,Commissie ad hoc voor de Evaluatie en Verdere Uitvoering van het Vlaamse Coronabeleid
4411,J,Commissie ad hoc,toegevoegd lid,2019-06-18T00:00:00+0200,2019-10-11T09:00:00+0200,1320193,ADHOC,Commissie ad hoc
4659,J,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832489,BIN,Commissie voor Binnenlands Bestuur en Inburgering
4659,J,Commissie voor Onderwijs,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832497,OND,Commissie voor Onderwijs
4659,J,Interparlementaire Commissie van de Nederlandse Taalunie,lid,2024-10-09T16:45:00+0200,,1832506,IPC,Interparlementaire Commissie van de Nederlandse Taalunie
4659,J,"Commissie voor Cultuur, Jeugd, Sport en Media",eerste ondervoorzitter,2024-10-09T16:45:00+0200,,1832492,CUL,"Commissie voor Cultuur, Jeugd, Sport en Media"
1803,J,Bureau,secretaris,2024-07-02T18:25:00+0200,,1829757,BUR,Bureau
1803,J,Uitgebreid Bureau,secretaris,2024-07-02T18:25:00+0200,,1829758,UBUR,Uitgebreid Bureau
1803,J,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832489,BIN,Commissie voor Binnenlands Bestuur en Inburgering
1803,J,Bureau,eerste ondervoorzitter,2019-06-18T00:00:00+0200,2024-06-08T23:59:00+0200,1320156,BUR,Bureau
1803,J,Uitgebreid Bureau,eerste ondervoorzitter,2019-06-18T00:00:00+0200,2024-06-08T23:59:00+0200,1320175,UBUR,Uitgebreid Bureau
1803,J,Commissie voor de bestrijding van gewelddadige radicalisering,vast lid,2019-12-18T14:00:00+0100,2024-06-08T23:59:59+0200,1352845,RAD,Commissie voor de bestrijding van gewelddadige radicalisering
1803,J,Commissie voor Reglement en Samenwerking,eerste ondervoorzitter,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333268,REG,Commissie voor Reglement en Samenwerking
1803,J,Werkgroep Institutionele Zaken,plaatsvervangend lid,2020-12-16T14:00:00+0100,2022-07-04T23:45:00+0200,1456916,WIZ,Werkgroep Institutionele Zaken
1803,J,"Commissie voor Binnenlands Bestuur, Gelijke Kansen en Inburgering",vast lid,2019-10-09T14:00:00+0200,2020-05-13T13:59:59+0200,1332966,BIN,"Commissie voor Binnenlands Bestuur, Gelijke Kansen en Inburgering"
1803,J,Bureau,zesde ondervoorzitter,2012-04-25T00:00:00+0200,2014-06-17T00:00:00+0200,1318497,BUR,Bureau
1803,J,Uitgebreid Bureau,zesde ondervoorzitter,2012-04-25T00:00:00+0200,2014-05-24T00:00:00+0200,1318514,UBUR,Uitgebreid Bureau
1803,J,Controlecommissie voor Regeringsmededelingen,plaatsvervangend lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,1053563,MED,Controlecommissie voor Regeringsmededelingen
1803,J,Deontologische Commissie,vast lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,1053567,DEO,Deontologische Commissie
1803,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,vast lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,1053572,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
1803,J,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte,vast lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,1053574,VOVM,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte
1803,J,Commissie voor Reglement en Samenwerking,ondervoorzitter,2012-04-25T00:00:00+0200,2014-05-24T00:00:00+0200,1053531,REG,Commissie voor Reglement en Samenwerking
1803,J,Commissie voor Reglement en Samenwerking,vast lid,2009-09-28T00:00:00+0200,2012-04-24T00:00:00+0200,1053531,REG,Commissie voor Reglement en Samenwerking
1803,J,Uitgebreid Bureau,"fractievoorzitter, lid",2009-07-13T00:00:00+0200,2012-04-23T00:00:00+0200,1318514,UBUR,Uitgebreid Bureau
1803,J,Commissie ad hoc,vast lid,2009-07-15T00:00:00+0200,2009-09-27T00:00:00+0200,559859,ADHOC,Commissie ad hoc
1803,J,Uitgebreid Bureau,"fractievoorzitter, lid",2004-07-22T00:00:00+0200,2009-06-06T00:00:00+0200,1318515,UBUR,Uitgebreid Bureau
1803,J,Commissie voor Reglement en Samenwerking,plaatsvervangend lid,2007-09-24T00:00:00+0200,2009-06-06T00:00:00+0200,1053530,REG,Commissie voor Reglement en Samenwerking
1803,J,Controlecommissie voor Regeringsmededelingen,vast lid,2004-09-27T00:00:00+0200,2009-06-06T00:00:00+0200,1053562,MED,Controlecommissie voor Regeringsmededelingen
1803,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,vast lid,2004-09-27T00:00:00+0200,2009-06-06T00:00:00+0200,393976,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
1803,J,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte,vast lid,2005-06-15T00:00:00+0200,2009-06-06T00:00:00+0200,411924,VOVM,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte
1803,J,Commissie ad hoc,plaatsvervangend lid,2004-07-23T00:00:00+0200,2004-09-29T00:00:00+0200,393499,ADHOC,Commissie ad hoc
1803,J,Uitgebreid Bureau,"fractievoorzitter, lid",1999-07-06T00:00:00+0200,2004-06-12T00:00:00+0200,1318517,UBUR,Uitgebreid Bureau
1803,J,"Commissie voor Binnenlandse Aangelegenheden, Huisvesting en Stedelijk Beleid",plaatsvervangend lid,2000-11-21T00:00:00+0100,2004-06-12T00:00:00+0200,255553,BIN,"Commissie voor Binnenlandse Aangelegenheden, Huisvesting en Stedelijk Beleid"
1803,J,Commissie voor Reglement en Samenwerking,vast lid,1999-09-27T00:00:00+0200,2004-06-12T00:00:00+0200,1053529,REG,Commissie voor Reglement en Samenwerking
1803,J,Controlecommissie voor Regeringsmededelingen,vast lid,2004-02-18T00:00:00+0100,2004-06-12T00:00:00+0200,358091,MED,Controlecommissie voor Regeringsmededelingen
1803,J,"Commissie voor Binnenlandse Aangelegenheden, Huisvesting en Stedelijk Beleid",vast lid,1999-09-27T00:00:00+0200,2000-11-21T00:00:00+0100,255553,BIN,"Commissie voor Binnenlandse Aangelegenheden, Huisvesting en Stedelijk Beleid"
1803,J,Informatieve Commissie ad hoc (dioxinecrisis),vast lid,1999-07-29T00:00:00+0200,1999-09-20T00:00:00+0200,255619,,Informatieve Commissie ad hoc (dioxinecrisis)
1803,J,Uitgebreid Bureau,"fractievoorzitter, lid",1995-06-13T00:00:00+0200,1999-06-12T00:00:00+0200,1318518,UBUR,Uitgebreid Bureau
1803,J,Werkgroep Gelijke Kansen voor Mannen en Vrouwen,plaatsvervangend lid,1996-02-07T00:00:00+0100,1999-06-12T00:00:00+0200,255545,GKA,Werkgroep Gelijke Kansen voor Mannen en Vrouwen
1803,J,"Commissie voor Binnenlandse Aangelegenheden, Stadsvernieuwing en Huisvesting",vast lid,1995-07-04T00:00:00+0200,1999-06-12T00:00:00+0200,255448,BIN,"Commissie voor Binnenlandse Aangelegenheden, Stadsvernieuwing en Huisvesting"
1803,J,Commissie voor Reglement en Samenwerking,vast lid,1995-07-04T00:00:00+0200,1999-06-12T00:00:00+0200,255512,REG,Commissie voor Reglement en Samenwerking
1803,J,"Commissie voor Staatshervorming, Algemene Zaken en Verzoekschriften",vast lid,1998-10-14T00:00:00+0200,1999-06-12T00:00:00+0200,255526,STA,"Commissie voor Staatshervorming, Algemene Zaken en Verzoekschriften"
1803,J,Commissie voor Staatshervorming en Algemene Zaken,vast lid,1996-10-09T00:00:00+0200,1998-10-13T00:00:00+0200,255525,STA,Commissie voor Staatshervorming en Algemene Zaken
1803,J,Commissie ad hoc (artikel 125 van de Grondwet),lid,1996-11-13T00:00:00+0100,1996-11-13T00:00:00+0100,298172,,Commissie ad hoc (artikel 125 van de Grondwet)
1803,J,"Commissie voor Staatshervorming, Algemene Zaken en Verzoekschriften",vast lid,1995-07-04T00:00:00+0200,1996-10-08T00:00:00+0200,255524,STA,"Commissie voor Staatshervorming, Algemene Zaken en Verzoekschriften"
1803,J,Werkgroep Gelijke Kansen en Emancipatie,plaatsvervangend lid,1995-07-04T00:00:00+0200,1996-02-06T00:00:00+0100,255544,GKA,Werkgroep Gelijke Kansen en Emancipatie
1803,J,Uitgebreid Bureau,"fractievoorzitter, lid",1992-01-07T00:00:00+0100,1995-05-20T00:00:00+0200,1318520,UBUR,Uitgebreid Bureau
1803,J,Commissie voor Samenwerking,vast lid,1992-01-21T00:00:00+0100,1995-05-20T00:00:00+0200,1053540,,Commissie voor Samenwerking
1803,J,Werkgroep Migranten,vast lid,1992-02-20T00:00:00+0100,1995-05-20T00:00:00+0200,1053577,,Werkgroep Migranten
1803,J,"Commissie voor de Algemene Zaken, het Reglement en de Verzoekschriften",vast lid,1994-01-26T00:00:00+0100,1995-05-20T00:00:00+0200,1053548,AZRV,"Commissie voor de Algemene Zaken, het Reglement en de Verzoekschriften"
1803,J,Commissie voor Welzijn en Gezondheid,plaatsvervangend lid,1992-01-21T00:00:00+0100,1992-01-29T00:00:00+0100,1053545,WEL,Commissie voor Welzijn en Gezondheid
1803,J,Werkgroep Migranten,lid met raadgevende stem,1990-12-07T00:00:00+0100,1991-03-12T00:00:00+0100,255547,,Werkgroep Migranten
4616,J,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832481,FIN,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed"
4616,J,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832490,BRU,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn
4616,J,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832495,LEE,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening"
4616,J,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",vast lid,2024-10-09T16:45:00+0200,,1832491,BUI,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking"
4616,J,Commissie voor Mobiliteit en Openbare Werken,vast lid,2024-10-09T16:45:00+0200,,1832496,OPE,Commissie voor Mobiliteit en Openbare Werken
4616,J,Interparlementaire Commissie van de Nederlandse Taalunie,lid,2024-10-09T16:45:00+0200,,1832506,IPC,Interparlementaire Commissie van de Nederlandse Taalunie
4075,J,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832490,BRU,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn
4075,J,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",vast lid,2024-10-09T16:45:00+0200,,1832495,LEE,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening"
4075,J,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",voorzitter,2024-10-09T16:45:00+0200,,1832494,LAN,"Commissie voor Landbouw, Visserij en Plattelandsbeleid"
4075,J,Commissie ad hoc,plaatsvervangend lid,2024-07-04T14:00:00+0200,2024-10-09T16:44:59+0200,1829775,AH,Commissie ad hoc
4075,J,Commissie voor Reglement en Samenwerking,plaatsvervangend lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333268,REG,Commissie voor Reglement en Samenwerking
4075,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,plaatsvervangend lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333276,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
4075,J,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte,plaatsvervangend lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333281,MAN,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte
4075,J,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,vast lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1332996,BRU,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn
4075,J,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",voorzitter,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333137,LAN,"Commissie voor Landbouw, Visserij en Plattelandsbeleid"
4075,J,Commissie ad hoc,vast lid,2019-06-18T00:00:00+0200,2019-10-11T09:00:00+0200,1320193,ADHOC,Commissie ad hoc
4075,J,"Commissie voor Leefmilieu, Natuur, Ruimtelijke Ordening, Energie en Dierenwelzijn",plaatsvervangend lid,2014-09-24T00:00:00+0200,2019-05-25T00:00:00+0200,925082,LEE,"Commissie voor Leefmilieu, Natuur, Ruimtelijke Ordening, Energie en Dierenwelzijn"
4075,J,Commissie voor de Opvolging van het Klimaatbeleid in Vlaanderen,plaatsvervangend lid,2016-02-17T00:00:00+0100,2019-05-25T00:00:00+0200,1037330,KLIM,Commissie voor de Opvolging van het Klimaatbeleid in Vlaanderen
4075,J,"Commissie voor Bestuurszaken, Binnenlands Bestuur, Inburgering en Stedenbeleid",vast lid,2014-09-24T00:00:00+0200,2019-05-25T00:00:00+0200,925076,BIN,"Commissie voor Bestuurszaken, Binnenlands Bestuur, Inburgering en Stedenbeleid"
4075,J,Commissie voor Alternatieve Financiering van Overheidsinvesteringen,vast lid,2016-09-28T00:00:00+0200,2019-05-25T00:00:00+0200,1078873,ALT,Commissie voor Alternatieve Financiering van Overheidsinvesteringen
4075,J,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",tweede ondervoorzitter,2014-09-24T00:00:00+0200,2019-05-25T00:00:00+0200,1053514,LAN,"Commissie voor Landbouw, Visserij en Plattelandsbeleid"
4075,J,Commissie ad hoc,plaatsvervangend lid,2014-07-26T00:00:00+0200,2014-09-23T00:00:00+0200,924026,ADHOC,Commissie ad hoc
4711,J,"Commissie voor Cultuur, Jeugd, Sport en Media",plaatsvervangend lid,2025-01-08T14:00:00+0100,,1832492,CUL,"Commissie voor Cultuur, Jeugd, Sport en Media"
4711,J,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend lid,2025-01-08T14:00:00+0100,,1832496,OPE,Commissie voor Mobiliteit en Openbare Werken
4711,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,plaatsvervangend lid,2025-01-08T14:00:00+0100,,1832504,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
4711,J,Commissie voor Onderwijs,plaatsvervangend lid,2025-04-02T14:10:00+0200,,1832497,OND,Commissie voor Onderwijs
4711,J,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",vast lid,2024-11-06T14:10:00+0100,,1832493,ECO,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie"
4711,J,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",plaatsvervangend lid,2025-03-12T14:10:00+0100,2025-04-02T13:59:59+0200,1832498,WEL,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen"
4711,J,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen",vast lid,2025-01-08T14:00:00+0100,2025-03-12T13:59:59+0100,1832498,WEL,"Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen"
4711,J,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend lid,2024-11-06T14:10:00+0100,2025-01-08T13:59:59+0100,1832489,BIN,Commissie voor Binnenlands Bestuur en Inburgering
4711,J,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening",plaatsvervangend lid,2024-11-06T14:10:00+0100,2025-01-08T13:59:59+0100,1832495,LEE,"Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening"
4711,J,Commissie voor Reglement en Samenwerking,plaatsvervangend lid,2024-11-06T14:10:00+0100,2025-01-08T13:59:59+0100,1832500,REG,Commissie voor Reglement en Samenwerking
4738,J,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",plaatsvervangend lid,2025-02-12T14:05:00+0100,,1832493,ECO,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie"
4738,J,Commissie voor Onderwijs,plaatsvervangend lid,2025-03-19T14:10:00+0100,,1832497,OND,Commissie voor Onderwijs
4738,J,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",vast lid,2025-02-12T14:05:00+0100,,1832494,LAN,"Commissie voor Landbouw, Visserij en Plattelandsbeleid"
4738,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,vast lid,2025-02-12T14:05:00+0100,,1832504,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
4738,J,"Commissie voor Cultuur, Jeugd, Sport en Media",vast lid,2025-03-19T14:10:00+0100,,1832492,CUL,"Commissie voor Cultuur, Jeugd, Sport en Media"
4397,J,Commissie voor Reglement en Samenwerking,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832500,REG,Commissie voor Reglement en Samenwerking
4397,J,"Commissie voor Cultuur, Jeugd, Sport en Media",plaatsvervangend lid,2025-04-02T14:10:00+0200,,1832492,CUL,"Commissie voor Cultuur, Jeugd, Sport en Media"
4397,J,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn,vast lid,2024-10-09T16:45:00+0200,,1832490,BRU,Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn
4397,J,Commissie voor Onderwijs,vast lid,2024-10-09T16:45:00+0200,,1832497,OND,Commissie voor Onderwijs
4397,J,Deontologische Commissie,vast lid,2024-10-09T16:45:00+0200,,1832503,DEO,Deontologische Commissie
4397,J,Interparlementaire Commissie van de Nederlandse Taalunie,ondervoorzitter,2024-10-16T00:00:00+0200,,1832506,IPC,Interparlementaire Commissie van de Nederlandse Taalunie
4397,J,Commissie voor Binnenlands Bestuur en Inburgering,plaatsvervangend lid,2024-10-09T16:45:00+0200,2025-01-08T13:59:59+0100,1832489,BIN,Commissie voor Binnenlands Bestuur en Inburgering
4397,J,Interparlementaire Commissie van de Nederlandse Taalunie,lid,2024-10-09T16:45:00+0200,2024-10-16T11:29:59+0200,1832506,IPC,Interparlementaire Commissie van de Nederlandse Taalunie
4397,J,Uitgebreid Bureau,"fractievoorzitter, lid",2024-07-02T18:35:00+0200,2024-10-02T14:07:00+0200,1829758,UBUR,Uitgebreid Bureau
4397,J,Uitgebreid Bureau,"fractievoorzitter, lid",2019-12-16T07:32:00+0100,2024-06-08T23:59:00+0200,1320175,UBUR,Uitgebreid Bureau
4397,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,plaatsvervangend lid,2023-12-19T14:00:00+0100,2024-06-08T23:59:59+0200,1333276,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
4397,J,Commissie voor Onderwijs,vast lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333231,OND,Commissie voor Onderwijs
4397,J,Commissie voor de bestrijding van gewelddadige radicalisering,vast lid,2019-12-18T14:00:00+0100,2024-06-08T23:59:59+0200,1352845,RAD,Commissie voor de bestrijding van gewelddadige radicalisering
4397,J,"Bijzondere commissie voor de evaluatie van de aanpak van seksueel misbruik in de Kerk en in andere gezagsrelaties in het algemeen en van de rol van instellingen en voorzieningen op het terrein van jeugd, welzijn en onderwijs in het bijzonder",voorzitter,2023-10-18T17:15:00+0200,2024-06-08T23:59:59+0200,1773153,EAM,"Bijzondere commissie voor de evaluatie van de aanpak van seksueel misbruik in de Kerk en in andere gezagsrelaties in het algemeen en van de rol van instellingen en voorzieningen op het terrein van jeugd, welzijn en onderwijs in het bijzonder"
4397,J,Werkgroep Institutionele Zaken,plaatsvervangend lid,2020-12-16T14:00:00+0100,2022-07-04T23:45:00+0200,1456916,WIZ,Werkgroep Institutionele Zaken
4397,J,Commissie ad hoc voor de Evaluatie en Verdere Uitvoering van het Vlaamse Coronabeleid,plaatsvervangend lid,2020-06-03T14:00:00+0200,2020-12-31T23:59:59+0100,1396349,COR,Commissie ad hoc voor de Evaluatie en Verdere Uitvoering van het Vlaamse Coronabeleid
4397,J,"Commissie voor Binnenlands Bestuur, Gelijke Kansen en Inburgering",plaatsvervangend lid,2019-10-09T14:00:00+0200,2020-05-06T13:59:59+0200,1332966,BIN,"Commissie voor Binnenlands Bestuur, Gelijke Kansen en Inburgering"
3445,J,"Commissie voor Wonen, Toerisme, Energie en Klimaat",plaatsvervangend lid,2025-03-19T14:10:00+0100,,1832499,WON,"Commissie voor Wonen, Toerisme, Energie en Klimaat"
3445,J,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,2025-03-19T14:10:00+0100,,1832481,FIN,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed"
3445,J,Commissie voor Brussel en de Vlaamse Rand,plaatsvervangend lid,2014-09-24T00:00:00+0200,2019-05-25T00:00:00+0200,1053491,BRU,Commissie voor Brussel en de Vlaamse Rand
3445,J,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden, Internationale Samenwerking, Toerisme en Onroerend Erfgoed",vast lid,2014-09-24T00:00:00+0200,2019-05-25T00:00:00+0200,925078,BUI,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden, Internationale Samenwerking, Toerisme en Onroerend Erfgoed"
3445,J,"Commissie voor Wonen, Armoedebeleid en Gelijke Kansen",vast lid,2014-09-24T00:00:00+0200,2019-05-25T00:00:00+0200,925242,WON,"Commissie voor Wonen, Armoedebeleid en Gelijke Kansen"
3445,J,Commissie voor de Vervolgingen,lid,2014-09-24T00:00:00+0200,2019-05-25T00:00:00+0200,1053555,VER,Commissie voor de Vervolgingen
3445,J,"Commissie voor Algemeen Beleid, Financiën en Begroting",plaatsvervangend lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,1053485,FIN,"Commissie voor Algemeen Beleid, Financiën en Begroting"
3445,J,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",vast lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,560541,BUI,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking"
3445,J,"Commissie voor Woonbeleid, Stedelijk Beleid en Energie",vast lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,560548,WON,"Commissie voor Woonbeleid, Stedelijk Beleid en Energie"
3445,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,vast lid,2009-09-28T00:00:00+0200,2014-05-24T00:00:00+0200,1053572,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
3445,J,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte,tweede ondervoorzitter,2012-02-15T00:00:00+0100,2014-05-24T00:00:00+0200,1053574,VOVM,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte
3445,J,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte,secretaris,2009-11-18T00:00:00+0100,2012-02-14T00:00:00+0100,1053574,VOVM,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte
3445,J,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte,vast lid,2009-09-28T00:00:00+0200,2009-11-17T00:00:00+0100,1053574,VOVM,Vlaamse Opvolgingscommissie voor de Vermogens- en Mandatenaangifte
4399,J,Bureau,secretaris,2025-01-08T14:16:00+0100,,1829757,BUR,Bureau
4399,J,Uitgebreid Bureau,secretaris,2025-01-08T14:16:00+0100,,1829758,UBUR,Uitgebreid Bureau
4399,J,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832496,OPE,Commissie voor Mobiliteit en Openbare Werken
4399,J,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking",vast lid,2024-10-09T16:45:00+0200,,1832491,BUI,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking"
4399,J,Commissie voor Onderwijs,vast lid,2024-10-09T16:45:00+0200,,1832497,OND,Commissie voor Onderwijs
4399,J,"Commissie voor Landbouw, Visserij en Plattelandsbeleid",vast lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333137,LAN,"Commissie voor Landbouw, Visserij en Plattelandsbeleid"
4399,J,Commissie voor Onderwijs,voorzitter,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333231,OND,Commissie voor Onderwijs
4399,J,Commissie ad hoc,vast lid,2019-06-18T00:00:00+0200,2019-10-11T09:00:00+0200,1320193,ADHOC,Commissie ad hoc
4617,J,"Commissie voor Wonen, Toerisme, Energie en Klimaat",plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832499,WON,"Commissie voor Wonen, Toerisme, Energie en Klimaat"
4617,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832504,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
4617,J,Commissie voor Binnenlands Bestuur en Inburgering,vast lid,2024-10-09T16:45:00+0200,,1832489,BIN,Commissie voor Binnenlands Bestuur en Inburgering
4077,J,Commissie voor Mobiliteit en Openbare Werken,plaatsvervangend lid,2024-10-09T16:45:00+0200,,1832496,OPE,Commissie voor Mobiliteit en Openbare Werken
4077,J,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie",vast lid,2024-10-09T16:45:00+0200,,1832493,ECO,"Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie"
4077,J,"Commissie voor Wonen, Toerisme, Energie en Klimaat",vast lid,2024-10-09T16:45:00+0200,,1832499,WON,"Commissie voor Wonen, Toerisme, Energie en Klimaat"
4077,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,voorzitter,2024-11-20T14:00:00+0100,,1832504,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
4077,J,Vlaamse Controlecommissie voor de Verkiezingsuitgaven,vast lid,2024-10-09T16:45:00+0200,2024-11-20T13:59:59+0100,1832504,UIT,Vlaamse Controlecommissie voor de Verkiezingsuitgaven
4077,J,Commissie ad hoc,vast lid,2024-07-04T14:00:00+0200,2024-10-09T16:44:59+0200,1829775,AH,Commissie ad hoc
4077,J,"Commissie voor Binnenlands Bestuur, Gelijke Kansen en Inburgering",plaatsvervangend lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1332966,BIN,"Commissie voor Binnenlands Bestuur, Gelijke Kansen en Inburgering"
4077,J,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden, Internationale Samenwerking en Toerisme",plaatsvervangend lid,2019-10-09T14:00:00+0200,2024-06-08T23:59:59+0200,1333030,BUI,"Commissie voor Buitenlands Beleid, Europese Aangelegenheden, Internationale Samenwerking en Toerisme"
