committee_id,committee_name,role_name,member_id,member_name,aanspreking,fractie_id,fractie_naam,fractie_kleur,fractie_logo_url,is_huidige_vv,self_opendata_url,fotowebpath
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",voorzitter,4622,Sander Loones,De heer,1829396,N-VA,ffac12,https://docs.vlaamsparlement.be/files/pfile?id=2064893,J,https://ws.vlpar.be/e/opendata/vv/4622?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065574
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",eerste ondervoorzitter,3965,Egbert Lachaert,De heer,1829397,Anders.,3f38ff,https://docs.vlaamsparlement.be/files/pfile?id=2268890,J,https://ws.vlpar.be/e/opendata/vv/3965?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065310
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",tweede ondervoorzitter,4735,Simon Bekaert,De heer,1829393,Vooruit,ff2900,https://docs.vlaamsparlement.be/files/pfile?id=2064890,J,https://ws.vlpar.be/e/opendata/vv/4735?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2101967
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4386,Adeline Blancquaert,Mevrouw,1829398,Vlaams Belang,ffe500,https://docs.vlaamsparlement.be/files/pfile?id=2064895,J,https://ws.vlpar.be/e/opendata/vv/4386?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=1482587
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4444,Arnout Coel,De heer,1829396,N-VA,ffac12,https://docs.vlaamsparlement.be/files/pfile?id=2064893,J,https://ws.vlpar.be/e/opendata/vv/4444?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=1487407
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4411,Jos D'Haese,De heer,1829399,PVDA,aa050e,https://docs.vlaamsparlement.be/files/pfile?id=2064896,J,https://ws.vlpar.be/e/opendata/vv/4411?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065581
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,3445,Marc Hendrickx,De heer,1829396,N-VA,ffac12,https://docs.vlaamsparlement.be/files/pfile?id=2064893,J,https://ws.vlpar.be/e/opendata/vv/3445?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2130575
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4621,Tom Lamont,De heer,1829398,Vlaams Belang,ffe500,https://docs.vlaamsparlement.be/files/pfile?id=2064895,J,https://ws.vlpar.be/e/opendata/vv/4621?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065750
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,3461,Philippe Muyters,De heer,1829396,N-VA,ffac12,https://docs.vlaamsparlement.be/files/pfile?id=2064893,J,https://ws.vlpar.be/e/opendata/vv/3461?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=1482432
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4409,Mieke Schauvliege,Mevrouw,1829395,Groen,83de62,https://docs.vlaamsparlement.be/files/pfile?id=2064892,J,https://ws.vlpar.be/e/opendata/vv/4409?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2073519
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4095,Anke Van dermeersch,Mevrouw,1829398,Vlaams Belang,ffe500,https://docs.vlaamsparlement.be/files/pfile?id=2064895,J,https://ws.vlpar.be/e/opendata/vv/4095?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=1483810
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4643,Bart Van Opstal,De heer,1829398,Vlaams Belang,ffe500,https://docs.vlaamsparlement.be/files/pfile?id=2064895,J,https://ws.vlpar.be/e/opendata/vv/4643?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2073414
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,3918,Peter Van Rompuy,De heer,1829394,cd&v,f5822a,https://docs.vlaamsparlement.be/files/pfile?id=2064891,J,https://ws.vlpar.be/e/opendata/vv/3918?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2215856
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4636,Toon Vandeurzen,De heer,1829394,cd&v,f5822a,https://docs.vlaamsparlement.be/files/pfile?id=2064891,J,https://ws.vlpar.be/e/opendata/vv/4636?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065601
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",vast lid,4630,Kris Verduyckt,De heer,1829393,Vooruit,ff2900,https://docs.vlaamsparlement.be/files/pfile?id=2064890,J,https://ws.vlpar.be/e/opendata/vv/4630?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065854
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4601,Michiel Awouters,De heer,1829398,Vlaams Belang,ffe500,https://docs.vlaamsparlement.be/files/pfile?id=2064895,J,https://ws.vlpar.be/e/opendata/vv/4601?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2064991
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4657,Mieke Claes,Mevrouw,1829396,N-VA,ffac12,https://docs.vlaamsparlement.be/files/pfile?id=2064893,J,https://ws.vlpar.be/e/opendata/vv/4657?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2068977
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4612,Line De Witte,Mevrouw,1829399,PVDA,aa050e,https://docs.vlaamsparlement.be/files/pfile?id=2064896,J,https://ws.vlpar.be/e/opendata/vv/4612?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065583
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4661,Kris Declercq,De heer,1829394,cd&v,f5822a,https://docs.vlaamsparlement.be/files/pfile?id=2064891,J,https://ws.vlpar.be/e/opendata/vv/4661?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2068973
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4613,Gijs Degrande,De heer,1829396,N-VA,ffac12,https://docs.vlaamsparlement.be/files/pfile?id=2064893,J,https://ws.vlpar.be/e/opendata/vv/4613?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2075177
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4616,Frédéric Erens,De heer,1829398,Vlaams Belang,ffe500,https://docs.vlaamsparlement.be/files/pfile?id=2064895,J,https://ws.vlpar.be/e/opendata/vv/4616?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065748
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4619,Bram Jaques,De heer,1829395,Groen,83de62,https://docs.vlaamsparlement.be/files/pfile?id=2064892,J,https://ws.vlpar.be/e/opendata/vv/4619?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2065215
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4445,Tom Ongena,De heer,1829397,Anders.,3f38ff,https://docs.vlaamsparlement.be/files/pfile?id=2268890,J,https://ws.vlpar.be/e/opendata/vv/4445?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=1734782
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4744,Jill Schellens,Mevrouw,1829393,Vooruit,ff2900,https://docs.vlaamsparlement.be/files/pfile?id=2064890,J,https://ws.vlpar.be/e/opendata/vv/4744?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2268523
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,3433,Katrien Schryvers,Mevrouw,1829394,cd&v,f5822a,https://docs.vlaamsparlement.be/files/pfile?id=2064891,J,https://ws.vlpar.be/e/opendata/vv/3433?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=1482712
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4413,Sarah Smeyers,Mevrouw,1829396,N-VA,ffac12,https://docs.vlaamsparlement.be/files/pfile?id=2064893,J,https://ws.vlpar.be/e/opendata/vv/4413?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=1929754
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4647,Freija Van den Driessche,Mevrouw,1829398,Vlaams Belang,ffe500,https://docs.vlaamsparlement.be/files/pfile?id=2064895,J,https://ws.vlpar.be/e/opendata/vv/4647?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2064949
1832481,"Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed",plaatsvervangend lid,4740,Tina Van Havere,Mevrouw,1829393,Vooruit,ff2900,https://docs.vlaamsparlement.be/files/pfile?id=2064890,J,https://ws.vlpar.be/e/opendata/vv/4740?lang=nl,https://docs.vlaamsparlement.be/files/pfile?id=2147698
